Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC
504,A936,6,?,?,6,06122,L2,2015,3,2015,93,NAIS064004,Agrario,?,?,0,0,Attivo,Immatricolazione,1
505,A1390,54,36,42,132,06122,L2,2015,3,2015,86,PZPS017017,Liceo-Europeo,?,?,0,0,Attivo,Immatricolazione,1
506,A2218,33,27,18,78,06122,L2,2015,3,2015,81,SAPC040008,Classica,?,?,0,0,Attivo,Immatricolazione,1
507,A2754,36,24,36,96,06122,L2,2015,3,2015,91,SAPS070007,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
508,A466,48,54,57,159,06122,L2,2015,3,2015,91,CBPS01000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
509,A1071,?,?,?,?,06122,L2,2015,1,2015,86,AVPS12000T,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,
510,A4746,36,42,36,114,06122,L2,2015,3,2015,73,PZPS00101N,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
511,A2523,54,24,30,108,06122,L2,2015,3,2014,97,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
512,A1236,60,60,60,180,06122,L2,2015,3,2015,94,NAPS110002,Scientifica,2017,108,0,0,Cessato,Laureato,0
513,A2411,6,?,?,6,06122,L2,2015,2,2015,71,SATF06000P,Tecnico,?,?,0,0,Cessato,Rinuncia,0
514,A27,42,18,18,78,06122,L2,2015,3,2015,86,SATF08000X,Tecnico,?,?,0,0,Attivo,Immatricolazione,1
515,A1014,33,12,?,45,06122,L2,2015,3,2014,95,SAPSX00078,Liceo-Europeo,?,?,0,0,Cessato,Rinuncia,1
516,A4645,54,60,66,180,06122,L2,2015,3,2015,70,NAIS03900B,Scientifica,2017,104,0,0,Cessato,Laureato,0
517,A4179,42,36,?,78,06122,L2,2015,3,2015,66,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
518,A2092,24,30,18,72,06122,L2,2015,3,2015,95,SAIS00100B,Classica,?,?,0,0,Attivo,Immatricolazione,1
519,A4266,36,24,30,90,06122,L2,2015,3,2015,80,NAPS03901T,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
520,A734,54,60,66,180,06122,L2,2015,3,2015,90,SAPM03000T,Linguistico,2017,108,0,0,Cessato,Laureato,0
521,A2614,33,15,24,72,06122,L2,2015,3,2015,78,SAPSX00078,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
522,A3590,54,30,51,135,06122,L2,2015,3,2015,82,SAPS03000R,Scientifica,?,?,0,0,Attivo,PASSAGGIO,0
523,A4762,60,60,60,180,06122,L2,2015,3,2015,96,SAPS020006,Scientifica,2017,111,0,0,Cessato,Laureato,0
524,A2934,?,?,?,?,06122,L2,2015,1,2014,76,SAPS01000G,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,0
525,A420,54,42,57,153,06122,L2,2015,3,2015,100,SAPC00101P,Liceo-Europeo,?,?,0,0,Attivo,Immatricolazione,1
526,A4528,30,?,?,30,06122,L2,2015,3,2015,80,SAPS15000V,Scientifica,?,?,0,0,Cessato,Rinuncia,0
527,A359,54,42,84,180,06122,L2,2015,3,2015,82,SAPS070007,Liceo-Europeo,2017,96,0,0,Cessato,Laureato,0
528,A3665,54,54,12,120,06122,L2,2015,3,2015,93,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
529,A3535,36,?,?,36,06122,L2,2015,2,2014,80,SAPC10000P,Linguistico,?,?,0,0,Cessato,Rinuncia,0
530,A3581,?,?,?,0,06122,L2,2015,1,2015,92,NASD04000B,Artistico,?,?,0,0,Attivo,Immatricolazione,0
531,A1172,54,54,72,180,06122,L2,2015,3,2015,86,SAPS120003,Scientifica,2017,96,0,0,Cessato,Laureato,0
532,A1168,15,?,?,15,06122,L2,2015,1,2015,90,SAPS120003,Scientifica,?,?,0,0,Cessato,Rinuncia,0
533,A874,9,?,?,9,06122,L2,2015,1,2015,93,AVPS12000T,Scientifica,?,?,0,0,Cessato,Rinuncia,0
534,A303,60,60,60,180,06122,L2,2015,3,2015,100,SAPS03000R,Scientifica,2017,101,0,0,Cessato,Laureato,0
535,A1504,48,54,78,180,06122,L2,2015,3,2015,95,SAPC06000D,Classica,2017,102,0,0,Cessato,Laureato,0
536,A1512,48,54,78,180,06122,L2,2015,3,2015,100,SAPS09000C,Scientifica,2017,103,0,0,Cessato,Laureato,0
537,A952,9,?,?,9,06122,L2,2015,1,2015,86,SAPC06000D,Classica,?,?,0,0,Cessato,Rinuncia,0
538,A919,?,?,?,?,06122,L2,2015,1,2015,76,SAPS04401Q,Scientifica,?,?,0,0,Cessato,Rinuncia,0
539,A2503,42,42,36,120,06122,L2,2015,3,2015,76,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
540,A2747,48,48,69,165,06122,L2,2015,3,2015,92,AVPS06000B,Liceo-Europeo,?,?,0,0,Attivo,Immatricolazione,1
541,A3496,?,?,?,?,06122,L2,2015,1,2012,84,SATA06701T,Agrario,?,?,0,0,Cessato,Rinuncia,0
542,A4052,54,18,18,90,06122,L2,2015,3,2015,83,SAPS06000L,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
543,A1706,15,?,?,15,06122,L2,2015,1,2015,85,NAPS24000P,Scientifica,?,?,0,0,Cessato,Rinuncia,0
544,A2653,42,24,18,84,06122,L2,2015,3,2015,88,SAPM020007,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
545,A3982,60,60,60,180,06122,L2,2015,3,2015,90,AVPC05000N,Classica,2017,106,0,0,Cessato,Laureato,0
546,A3775,54,24,?,78,06122,L2,2015,3,2015,73,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
547,A3610,?,?,?,?,06122,L2,2015,2,2015,68,SAPS18000P,Scientifica,?,?,0,0,Cessato,Rinuncia,0
548,A4384,48,54,78,180,06122,L2,2015,3,2015,85,AVPC05000N,Classica,2017,95,0,0,Cessato,Laureato,0
549,A4712,54,48,78,180,06122,L2,2015,3,2015,82,SAPS18000P,Scientifica,2017,98,0,0,Cessato,Laureato,0
550,A384,75,?,?,75,06122,L2,2014,2,1999,92,PZTF02202T,Tecnico,?,?,0,0,Cessato,Rinuncia,0
551,A3001,33,?,?,33,06122,L2,2016,2,2016,78,AVPS06000B,Scientifica,?,?,0,0,Cessato,Rinuncia,0
552,A2423,33,27,?,60,06122,L2,2016,3,2016,87,SAPM020007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
553,A2378,?,?,?,?,06122,L2,2016,1,2016,98,SATF08000X,Tecnico,?,?,0,0,Cessato,Rinuncia,0
554,A1815,48,42,?,90,06122,L2,2016,3,2016,97,SAPS027012,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
555,A2802,54,66,24,144,06122,L2,2016,3,2016,78,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
556,A1784,60,60,36,156,06122,L2,2016,3,2016,100,SAPS06000L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
557,A2395,42,6,?,48,06122,L2,2016,2,2016,71,AVPS02701R,Scientifica,?,?,0,0,Sospeso,Trasferimento-Uscita,0
558,A516,60,60,36,156,06122,L2,2016,3,2016,100,AVIS02700A,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
559,A1128,60,42,24,126,06122,L2,2016,3,2016,96,AVPS03001L,Classica,?,?,0,0,Attivo,Immatricolazione,0
560,A2432,60,30,12,102,06122,L2,2016,3,2015,74,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
561,A2279,60,60,30,150,06122,L2,2016,3,2016,100,SAPC06000D,Classica,?,?,0,0,Attivo,Immatricolazione,0
562,A4118,18,?,?,18,06122,L2,2016,3,2016,99,NATD100007,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
563,A3723,60,48,27,135,06122,L2,2016,3,2016,100,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
564,A1911,60,60,30,150,06122,L2,2016,3,2016,92,AVPS06002D,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
565,A3638,60,54,27,141,06122,L2,2016,3,2016,95,NAPS03901T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
566,A4182,60,48,24,132,06122,L2,2016,3,2016,96,PZPS12000V,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
567,A2181,60,60,36,156,06122,L2,2016,3,2016,100,SAIS00100B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
568,A1702,60,60,42,162,06122,L2,2016,3,2016,96,SAPS06000L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
569,A3471,42,30,?,72,06122,L2,2016,3,2016,80,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
570,A4255,54,54,24,132,06122,L2,2016,3,2016,100,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
571,A1158,54,?,?,54,06122,L2,2016,3,2016,91,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
572,A3356,42,30,?,72,06122,L2,2016,3,2016,72,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
573,A3126,30,27,6,63,06122,L2,2016,3,2016,77,AVTD02000R,Geometra,?,?,0,0,Attivo,Immatricolazione,0
574,A4471,54,54,12,120,06122,L2,2016,3,2016,97,NAPS24000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
575,A4236,60,36,18,114,06122,L2,2016,3,2015,100,AVRI00201N,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
576,A806,60,48,12,120,06122,L2,2016,3,2016,100,NAPS12001N,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
577,A1104,54,54,27,135,06122,L2,2016,3,2016,93,SAPS04401Q,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
578,A4876,?,?,?,0,06122,L2,2016,1,2015,80,SAPM020007,Linguistico,?,?,0,0,Cessato,Rinuncia,0
579,A2048,60,42,9,111,06122,L2,2016,3,2016,88,SAIS00100B,Liceo-Europeo,?,?,0,0,Attivo,Immatricolazione,0
580,A2816,54,42,12,108,06122,L2,2016,3,2016,92,SAPS04000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
581,A2635,54,30,?,84,06122,L2,2016,3,2016,100,SAPS01000G,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
582,A1121,54,36,12,102,06122,L2,2016,3,2015,83,AVPM040007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
583,A4021,54,60,24,138,06122,L2,2016,3,2016,100,AVPC05000N,Classica,?,?,0,0,Attivo,Immatricolazione,0
584,A1966,54,48,30,132,06122,L2,2016,3,2016,87,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
585,A46,60,60,36,156,06122,L2,2016,3,2016,88,CEPS110004,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
586,A444,42,42,?,84,06122,L2,2016,3,2016,75,SAPSX00078,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
587,A3636,60,60,12,132,06122,L2,2016,3,2016,96,NATD100007,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
588,A1871,54,18,24,96,06122,L2,2016,3,2016,89,NAPS01901L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
589,A3038,6,?,?,6,06122,L2,2016,2,2016,60,SAPS08000T,Scientifica,?,?,0,0,Cessato,Rinuncia,0
590,A3466,33,?,?,33,06122,L2,2016,2,2016,86,SAPS08000T,Scientifica,?,?,0,0,Cessato,Rinuncia,0
591,A1393,54,60,18,132,06122,L2,2016,3,2016,82,CEPS110004,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
592,A1617,42,24,?,66,06122,L2,2016,3,2016,78,AVPS02701R,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
593,A2210,54,54,30,138,06122,L2,2016,3,2016,86,AVPS06002D,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
594,A4163,?,?,?,0,06122,L2,2016,3,2011,62,SATD27500X,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
595,A1876,54,18,?,72,06122,L2,2016,3,2016,90,AVIS028006,Agrario,?,?,0,0,Attivo,Immatricolazione,0
596,A290,60,54,27,141,06122,L2,2016,3,2016,100,SAPS04401Q,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
597,A3371,60,54,18,132,06122,L2,2016,3,2016,100,CEPS110004,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
598,A969,54,36,12,102,06122,L2,2016,3,2016,97,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
599,A994,60,60,27,147,06122,L2,2016,3,2016,89,SAPS06000L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
600,A1286,15,24,?,39,06122,L2,2016,3,2016,80,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
601,A2974,42,36,6,84,06122,L2,2016,3,2016,82,SAPS08000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
602,A3321,28,?,?,28,06122,L2,2016,1,2012,83,BNPM003015,Linguistico,?,?,0,0,Cessato,Rinuncia,0
603,A3689,60,54,18,132,06122,L2,2016,3,2016,100,SATF04000D,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
604,A4431,60,54,18,132,06122,L2,2016,3,2016,94,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
605,A1545,48,42,?,90,06122,L2,2016,3,2016,77,SAPS02401E,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
606,A2899,54,30,12,96,06122,L2,2016,3,2016,94,CEPM010008,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
607,A89,60,54,12,126,06122,L2,2016,3,2016,95,SAPS11000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
608,A3463,60,60,30,150,06122,L2,2016,3,2016,100,SAPS08000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
609,A2194,60,60,24,144,06122,L2,2016,3,2016,88,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
610,A2828,?,?,?,?,06122,L2,2016,1,2016,70,SAIS00100B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
611,A4438,60,60,18,138,06122,L2,2016,3,2016,100,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
612,A2541,54,54,24,132,06122,L2,2016,3,2016,71,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
613,A3225,54,48,6,108,06122,L2,2016,3,2016,91,SAPS08000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
614,A3335,60,60,15,135,06122,L2,2016,3,2015,,?,0,0,Attivo,Immatricolazione,0
615,A1817,42,24,?,66,06122,L2,2016,3,2016,85,NAPS01301N,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
616,A788,54,60,18,132,06122,L2,2016,3,2015,93,AVPC02000T,Scientifica,?,?,0,0,Attivo,Imm_da_rincunciatario,0
617,A2193,60,48,21,129,06122,L2,2016,3,2016,96,SAPS10000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
618,A2109,54,42,12,108,06122,L2,2016,3,2016,88,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
619,A1673,36,54,?,90,06122,L2,2016,3,2016,94,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
620,A2969,42,30,12,84,06122,L2,2016,3,2016,93,BNPS003014,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
621,A729,42,18,6,66,06122,L2,2016,3,2015,84,SATF08000X,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
622,A528,15,6,?,21,06122,L2,2016,2,2016,86,SAPS020006,Scientifica,?,?,0,0,Cessato,Rinuncia,0
623,A139,60,60,21,141,06122,L2,2016,3,2016,80,PZPS040007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
624,A4007,60,54,27,141,06122,L2,2016,3,2016,100,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
625,A4371,60,54,30,144,06122,L2,2016,3,2016,89,SAIS00100B,Classica,?,?,0,0,Attivo,Immatricolazione,0
626,A1744,12,6,?,18,06122,L2,2016,3,2016,?,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
627,A118,?,?,?,?,06122,L2,2016,1,2016,86,AVPC05000N,Classica,?,?,0,0,Cessato,Errata-Immatricolazione,0
628,A4382,24,?,?,24,06122,L2,2016,1,2016,86,CEPS110004,Scientifica,?,?,0,0,Cessato,Rinuncia,0
629,A3547,54,54,30,138,06122,L2,2016,3,2016,100,SAPS06000L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
630,A2519,9,6,?,15,06122,L2,2016,2,2016,70,CEPS040003,Scientifica,?,?,0,0,Cessato,Rinuncia,0
631,A1345,18,?,?,18,06122,L2,2016,2,2008,72,SAPS170004,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
632,A4579,54,48,12,114,06122,L2,2016,3,2015,77,BNPS002018,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
633,A1048,48,24,?,72,06122,L2,2016,2,2015,82,SAPC040008,Classica,?,?,0,0,Cessato,Rinuncia,0
634,A1117,60,60,18,138,06122,L2,2016,3,2016,95,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
635,A4128,33,?,?,33,06122,L2,2016,1,2016,98,SAPS120003,Scientifica,?,?,0,0,Cessato,Rinuncia,0
636,A2886,24,6,?,30,06122,L2,2016,3,2016,81,CEPM010008,Socio-Psico-Pedagogico,?,?,0,0,Attivo,Immatricolazione,0
637,A1732,42,18,12,72,06122,L2,2016,3,2016,95,SATF08000X,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
638,A2070,33,?,?,33,06122,L2,2016,3,2016,92,SAPM01000L,Socio-Psico-Pedagogico,?,?,0,0,Cessato,Rinuncia,0
639,A2657,48,12,?,60,06122,L2,2016,3,2015,83,SAPS06000L,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
640,A3678,42,30,?,72,06122,L2,2016,3,2014,87,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
641,A1387,45,21,?,66,06122,L2,2016,3,2016,95,SAPC06000D,Classica,?,?,0,0,Attivo,Immatricolazione,0
642,A1237,?,?,?,?,06122,L2,2016,1,2016,100,NAPC080008,Classica,?,?,0,0,Cessato,Rinuncia,0
643,A4341,42,24,?,66,06122,L2,2016,3,2016,74,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
644,A4530,?,?,?,?,06122,L2,2016,1,2016,96,SAPS01000G,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,
645,A4797,?,?,?,?,06122,L2,2016,1,2016,94,BNPS011024,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,0
646,A4783,39,6,?,45,06122,L2,2016,3,2016,100,NATD100007,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
647,A2843,42,24,?,66,06122,L2,2016,3,2016,100,SAPC06000D,Classica,?,?,0,0,Attivo,Immatricolazione,0
648,A3582,33,33,?,66,06122,L2,2016,3,2016,89,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
649,A4866,27,6,?,33,06122,L2,2016,3,2015,67,SAPS170004,Classica,?,?,0,0,Attivo,Immatricolazione,0
650,A2357,18,?,?,18,06122,L2,2016,1,2016,100,AVPC00101D,Classica,?,?,0,0,Cessato,Rinuncia,0
651,A1477,48,48,24,120,06122,L2,2016,3,2016,91,AVIS02700A,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
652,A3464,60,60,21,141,06122,L2,2016,3,2016,100,SAPS08000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
653,A1007,33,18,?,51,06122,L2,2016,3,2016,81,AVPC05000N,Classica,?,?,0,0,Attivo,Immatricolazione,0
654,A206,48,12,12,72,06122,L2,2016,3,2016,93,AVPS018023,Classica,?,?,0,0,Attivo,Immatricolazione,0
655,A2272,60,60,24,144,06122,L2,2016,3,2016,100,SAPC12000X,Classica,?,?,0,0,Attivo,Immatricolazione,0
656,A3483,60,54,21,135,06122,L2,2016,3,2016,100,SAPC05000V,Linguistico,?,?,0,0,Attivo,Immatricolazione,0
657,A4191,135,?,?,135,06122,L2,2014,3,1988,50,SAPS01102D,Scientifica,?,?,0,0,Attivo,Immatr-per-studente-decaduto,2
658,A4259,?,?,?,0,06122,L2,2016,1,2015,70,CETF02000X,Tecnico,?,?,0,0,Cessato,Rinuncia,0
659,A164,?,?,?,?,06122,L2,2016,1,2016,73,SAPC05000V,Classica,?,?,0,0,Cessato,Errata-Immatricolazione,0
660,A4723,36,24,6,66,06122,L2,2015,3,2015,88,SAPS08000T,Scientifica,?,?,0,0,Attivo,PASSAGGIO,1
661,A1041,?,?,?,?,06122,L2,2016,1,2016,85,SAPS06000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
662,A1672,42,24,18,84,06122,L2,2015,3,2015,86,SAPS01000G,Scientifica,?,?,0,0,Attivo,PASSAGGIO,1
663,A3107,60,42,?,102,06122,L2,2017,2,2017,100,SAPS04000B,Liceo-Europeo,?,?,0,0,Attivo,Immatricolazione,0
664,A2716,60,36,?,96,06122,L2,2017,2,2017,100,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
665,A285,51,6,?,57,06122,L2,2017,2,2017,87,AVPC02000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
666,A4383,60,18,?,78,06122,L2,2017,2,2017,84,AVPM040007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
667,A2226,60,18,?,78,06122,L2,2017,2,2017,86,AVPM040007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
668,A1450,60,18,?,78,06122,L2,2017,2,2017,100,AVPS06002D,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
669,A2535,60,36,?,96,06122,L2,2017,2,2017,87,SAPS15000V,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
670,A580,60,24,?,84,06122,L2,2017,2,2017,90,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
671,A3690,60,36,?,96,06122,L2,2017,2,2017,100,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
672,A4896,60,24,?,84,06122,L2,2017,2,2017,100,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
673,A2234,42,18,?,60,06122,L2,2017,2,2017,95,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
674,A4512,18,?,?,18,06122,L2,2017,1,2017,90,CHIS01100A,Tecnico,?,?,0,0,Sospeso,Trasferimento-Uscita,0
675,A1913,60,18,?,78,06122,L2,2017,2,2017,100,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
676,A1173,30,?,?,30,06122,L2,2017,2,2017,64,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
677,A3284,60,24,?,84,06122,L2,2017,2,2017,82,AVPM040007,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
678,A491,60,18,?,78,06122,L2,2017,2,2017,90,NAPS01301N,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
679,A1300,60,6,?,66,06122,L2,2017,2,2017,90,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
680,A2690,60,24,?,84,06122,L2,2017,2,2013,65,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
681,A3271,48,6,?,54,06122,L2,2017,2,2016,89,SATF027014,Tecnico,?,?,0,0,Attivo,Immatricolazione,0
682,A926,60,24,?,84,06122,L2,2017,2,2017,100,SAPS01000G,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
683,A3264,60,30,?,90,06122,L2,2017,2,2017,100,SAPC06000D,Classica,?,?,0,0,Attivo,Immatricolazione,0
684,A1494,60,24,?,84,06122,L2,2017,2,2017,100,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
685,A3053,42,6,?,48,06122,L2,2017,2,2017,87,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
686,A4421,54,30,?,84,06122,L2,2017,2,2017,98,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
687,A618,60,18,?,78,06122,L2,2017,2,2017,93,PZPS003019,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
688,A1123,27,?,?,27,06122,L2,2016,3,2014,71,NAIS013007,Socio-Psico-Pedagogico,?,?,0,0,Attivo,PASSAGGIO,0
689,A4967,60,42,?,102,06122,L2,2017,2,2017,100,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
690,A1346,39,6,?,45,06122,L2,2017,2,2016,72,SAPS170004,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
691,A1589,48,6,?,54,06122,L2,2017,2,2016,77,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
692,A346,60,24,?,84,06122,L2,2017,2,2017,100,NAPS110002,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
693,A2077,?,?,?,?,06122,L2,2017,1,2017,94,SATF06000P,Tecnico,?,?,0,0,Cessato,Rinuncia,0
694,A2012,60,42,?,102,06122,L2,2017,2,2017,100,SAPS04401Q,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
695,A3662,48,?,?,48,06122,L2,2017,2,2017,81,AVTA028012,Agrario,?,?,0,0,Attivo,Immatricolazione,0
696,A3085,60,24,?,84,06122,L2,2017,2,2017,100,SAPS04401Q,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
697,A4498,?,?,?,?,06122,L2,2017,1,2017,100,SAPS04401Q,Scientifica,?,?,0,0,Cessato,Rinuncia,0
698,A3740,109,?,?,109,06122,L2,2015,3,2008,100,NAPS01301N,Scientifica,?,?,0,0,Attivo,PASSAGGIO,0
699,A1085,?,?,?,?,06122,L2,2017,1,2017,100,SAPS04401Q,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,
700,A3147,60,36,?,96,06122,L2,2017,2,2017,100,AVPS12000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
701,A3506,60,36,?,96,06122,L2,2017,2,2017,100,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
702,A3171,60,24,?,84,06122,L2,2017,2,2017,95,AVPS06000B,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
703,A1147,60,36,?,96,06122,L2,2017,2,2017,88,SAPC040008,Classica,?,?,0,0,Attivo,Immatricolazione,0
704,A3322,18,?,?,18,06122,L2,2017,2,2017,76,SAPS09000C,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
705,A4489,33,?,?,33,06122,L2,2017,2,2017,62,SAPSX00257,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
706,A1991,48,6,?,54,06122,L2,2017,2,2017,98,SAPS04401Q,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
707,A2472,63,42,?,105,06122,L2,2016,3,2016,100,NAIS013007,Scientifica,?,?,0,0,Attivo,PASSAGGIO,0
708,A3208,39,6,?,45,06122,L2,2017,2,2017,69,NAPC22000A,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
709,A3607,60,18,?,78,06122,L2,2017,2,2017,83,SAPS10000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
710,A161,39,6,?,45,06122,L2,2017,2,2017,78,SATL04000N,Geometra,?,?,0,0,Attivo,Immatricolazione,0
711,A2790,60,30,?,90,06122,L2,2017,2,2017,96,SAPS01000G,Scientifica,?,?,0,0,Attivo,Immatricolazione,0
