Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC
3041,A3031,15,6,30,51,06126,L2,2011,3,2011,86,SAPS056012,Scientifica,?,?,0,0,Attivo,Immatricolazione,5
3042,A2104,42,30,87,159,06126,L2,2011,3,2011,82,AVPS06000B,Scientifica,2014,102,0,0,Cessato,Laureato,1
3043,A342,?,?,?,0,06126,L2,2011,1,2011,71,SAPS09000C,Scientifica,?,?,0,0,Cessato,Decadenza,0
3044,A4860,27,18,60,105,06126,L2,2011,3,2011,78,AVPC05000N,Classica,2015,100,0,0,Cessato,Laureato,2
3045,A1948,12,15,27,54,06126,L2,2011,3,2011,70,MTPS004018,Scientifica,2016,101,0,0,Cessato,Laureato,3
3046,A1293,9,6,?,15,06126,L2,2011,2,2011,72,AVPS12000T,Scientifica,?,?,0,0,Sospeso,Trasferimento-Uscita,0
3047,A4304,36,30,39,105,06126,L2,2011,3,2011,84,SAPS08000T,Scientifica,2016,96,0,0,Cessato,Laureato,3
3048,A3980,15,?,?,15,06126,L2,2011,2,2011,88,SAIS00100B,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3049,A2557,24,?,?,24,06126,L2,2011,1,2011,70,SAPS020006,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3050,A4906,36,24,87,147,06126,L2,2011,3,2011,75,AVPC02000T,Scientifica,2014,102,0,0,Cessato,Laureato,1
3051,A1456,?,?,?,?,06126,L2,2011,1,2011,100,SAPS18000P,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3052,A4210,6,27,39,72,06126,L2,2011,3,2011,70,SAPS03000R,Scientifica,2016,91,0,0,Cessato,Laureato,3
3053,A1181,24,?,?,24,06126,L2,2011,2,2011,78,SAPS06000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3054,A3804,?,?,?,0,06126,L2,2011,1,2011,74,SAPS04401Q,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3055,A2941,?,?,?,?,06126,L2,2011,3,2010,84,SARC110001,Ragioneria,?,?,0,0,Cessato,Decadenza,3
3056,A4873,48,36,45,129,06126,L2,2011,3,2011,100,SAPS06000L,Scientifica,2014,98,0,0,Cessato,Laureato,1
3057,A4535,54,60,66,180,06126,L2,2011,3,2011,84,AVPS06000B,Scientifica,2013,111,0,0,Cessato,Laureato,0
3058,A861,15,18,57,90,06126,L2,2012,3,2011,95,SATD06901X,Tecnico,2014,105,0,0,Cessato,Laureato,0
3059,A60,36,42,63,141,06126,L2,2011,3,2010,70,SAPS120003,Scientifica,2015,100,0,0,Cessato,Laureato,2
3060,A110,15,12,84,111,06126,L2,2011,3,2011,74,AVPS06000B,Scientifica,2015,98,0,0,Cessato,Laureato,2
3061,A345,6,?,?,6,06126,L2,2011,1,2010,100,SATF06701E,Tecnico,?,?,0,0,Cessato,Rinuncia,0
3062,A2242,15,?,?,15,06126,L2,2011,2,2010,82,SAPM06000N,Socio-Psico-Pedagogico,?,?,0,0,Cessato,Rinuncia,0
3063,A2464,?,?,?,?,06126,L2,2011,1,2010,72,SAPS10000T,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,0
3064,A2429,15,?,6,21,06126,L2,2011,3,2010,88,SAPC040008,Classica,?,?,0,0,Attivo,Immatricolazione,5
3065,A2784,36,30,42,108,06126,L2,2011,3,2011,68,SAPS01000G,Scientifica,2014,92,0,0,Cessato,Laureato,1
3066,A962,54,42,69,165,06126,L2,2011,3,2010,100,AVPC05000N,Classica,2014,109,0,0,Cessato,Laureato,1
3067,A1843,30,36,87,153,06126,L2,2011,3,2011,88,AVPS06000B,Scientifica,2014,98,0,0,Cessato,Laureato,1
3068,A2948,21,18,66,105,06126,L2,2011,3,2011,100,PZPC01901Q,Classica,2015,106,0,0,Cessato,Laureato,2
3069,A2531,?,?,?,0,06126,L2,2011,2,2011,75,NATF10000D,Tecnico,?,?,0,0,Cessato,Rinuncia,0
3070,A1150,?,?,?,0,06126,L2,2011,1,2011,69,SAPS09000C,Scientifica,?,?,0,0,Cessato,Decadenza,0
3071,A3164,48,30,87,165,06126,L2,2011,3,2011,83,AVPS12000T,Scientifica,2014,109,0,0,Cessato,Laureato,1
3072,A1320,54,42,84,180,06126,L2,2011,3,2011,100,SAPS120003,Scientifica,2013,111,0,0,Cessato,Laureato,0
3073,A588,36,30,51,117,06126,L2,2011,3,2011,87,SAPS15000V,Scientifica,2015,99,0,0,Cessato,Laureato,2
3074,A3865,6,?,?,6,06126,L2,2011,2,2011,76,AVPS06000B,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3075,A895,30,36,21,87,06126,L2,2011,3,2011,83,SAPS04000B,Scientifica,2015,102,0,0,Cessato,Laureato,2
3076,A4157,48,48,81,177,06126,L2,2011,3,2011,100,NAPM130008,Scientifica,2014,103,0,0,Cessato,Laureato,1
3077,A3797,36,48,93,177,06126,L2,2011,3,2011,98,SAPSX00078,Scientifica,2014,111,0,0,Cessato,Laureato,1
3078,A493,15,21,24,60,06126,L2,2011,3,2011,90,SATF03000V,Tecnico,2016,93,0,0,Cessato,Laureato,3
3079,A4015,36,12,63,111,06126,L2,2011,3,2011,79,SAPS11000C,Scientifica,2015,102,0,0,Cessato,Laureato,2
3080,A1782,24,12,27,63,06126,L2,2011,3,2011,82,SAPS09000C,Scientifica,2017,86,0,0,Cessato,Laureato,4
3081,A2567,6,21,33,60,06126,L2,2011,3,2011,83,SAPS15000V,Scientifica,?,?,0,0,Attivo,Immatricolazione,5
3082,A1697,15,24,15,54,06126,L2,2011,3,2011,85,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,5
3083,A703,42,18,39,99,06126,L2,2011,3,2010,80,NAPC02000L,Scientifica,2014,92,0,0,Cessato,Laureato,1
3084,A2203,33,18,75,126,06126,L2,2011,3,2011,86,SAIS02100L,Tecnico,?,?,0,0,Attivo,Immatricolazione,2
3085,A160,21,12,66,99,06126,L2,2011,3,2011,100,SAPM020007,Linguistico,2016,90,0,0,Cessato,Laureato,3
3086,A2504,6,?,6,12,06126,L2,2011,3,2010,91,AVTD01201V,Geometra,?,?,0,0,Attivo,Immatricolazione,5
3087,A1865,48,54,78,180,06126,L2,2011,3,2011,100,SAPS01000G,Scientifica,2013,109,0,0,Cessato,Laureato,0
3088,A2027,6,?,?,6,06126,L2,2011,2,2011,70,SAPC00101P,Scientifica,?,?,0,0,Sospeso,Trasferimento-Uscita,0
3089,A1920,?,?,?,?,06126,L2,2011,1,2010,88,SAPS06000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3090,A2391,?,?,?,?,06126,L2,2011,1,2010,60,AVPS06002D,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3091,A4364,?,?,?,?,06126,L2,2011,1,2011,84,AVTD02000R,Tecnico,?,?,0,0,Cessato,Rinuncia,0
3092,A1863,39,27,105,171,06126,L2,2011,3,2011,94,NAPC02000L,Scientifica,2014,95,0,0,Cessato,Laureato,1
3093,A4225,?,?,?,0,06126,L2,2011,1,2011,78,SAPC05000V,Classica,?,?,0,0,Cessato,Rinuncia,0
3094,A535,?,?,?,0,06126,L2,2011,1,2011,70,SAPC05000V,Classica,?,?,0,0,Cessato,Rinuncia,0
3095,A2426,?,?,?,?,06126,L2,2011,1,2011,76,SATL01701N,Geometra,?,?,0,0,Cessato,Decadenza,0
3096,A4138,18,18,15,51,06126,L2,2011,3,2011,100,SAPS03601R,Linguistico,2016,101,0,0,Cessato,Laureato,3
3097,A1971,36,42,57,135,06126,L2,2011,3,2011,81,AVPS06000B,Scientifica,2014,100,0,0,Cessato,Laureato,1
3098,A365,24,36,27,87,06126,L2,2011,3,2011,92,SAPS170004,Scientifica,2016,100,0,0,Cessato,Laureato,3
3099,A4511,30,6,?,36,06126,L2,2011,2,2011,72,SATF06000P,Tecnico,?,?,0,0,Cessato,Conseguimento_titolo_presso_altro_ateneo,0
3100,A2964,6,?,?,6,06126,L2,2011,2,2010,60,SARI01601R,Tecnico,?,?,0,0,Cessato,Rinuncia,0
3101,A4461,48,30,87,165,06126,L2,2011,3,2011,88,SAPC040008,Classica,2014,102,0,0,Cessato,Laureato,1
3102,A4122,42,42,87,171,06126,L2,2011,3,2011,88,SAPC040008,Classica,2014,111,0,0,Cessato,Laureato,1
3103,A3750,27,?,?,27,06126,L2,2011,2,2011,81,SATF06000P,Tecnico,?,?,0,0,Cessato,Conseguimento_titolo_presso_altro_ateneo,0
3104,A4946,48,36,63,147,06126,L2,2011,3,2011,98,SAPS06000L,Scientifica,2014,97,0,0,Cessato,Laureato,1
3105,A2824,21,6,36,63,06126,L2,2011,3,2011,72,SAPSX00078,Scientifica,?,?,0,0,Attivo,Immatricolazione,5
3106,A3814,36,24,57,117,06126,L2,2011,3,2011,82,SAPS020006,Scientifica,2015,92,0,0,Cessato,Laureato,2
3107,A2871,6,?,?,6,06126,L2,2011,2,2011,91,SAPS04401Q,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3108,A521,45,45,90,180,06126,L2,2011,3,2011,89,NATD01901C,Tecnico,2013,99,0,0,Cessato,Laureato,0
3109,A720,?,?,?,?,06126,L2,2011,1,2011,85,SATF03000V,Tecnico,?,?,0,0,Cessato,Decadenza,0
3110,A4066,6,?,?,6,06126,L2,2011,2,2011,64,SAPS06000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3111,A4472,15,?,?,15,06126,L2,2011,3,2011,82,SAPS03000R,Scientifica,?,?,0,0,Attivo,Immatricolazione,1
3112,A4571,42,42,63,147,06126,L2,2011,3,2010,84,NAPC02000L,Scientifica,2014,99,0,0,Cessato,Laureato,1
3113,A4175,48,48,81,177,06126,L2,2011,3,2011,81,AVPS06000B,Scientifica,2014,104,0,0,Cessato,Laureato,1
3114,A2782,48,48,81,177,06126,L2,2011,3,2010,80,SAPS04000B,Scientifica,2014,103,0,0,Cessato,Laureato,1
3115,A4541,?,?,?,0,06126,L2,2011,1,2011,72,SAPS027012,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3116,A224,6,?,?,6,06126,L2,2011,1,2011,92,9999999,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3117,A2398,48,42,90,180,06126,L2,2011,3,2010,97,SAPC040008,Classica,2013,110,0,0,Cessato,Laureato,0
3118,A4502,15,?,?,15,06126,L2,2011,2,2011,80,NAPC02000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3119,A2373,30,30,63,123,06126,L2,2011,3,2011,81,SAPS05701T,Scientifica,2015,95,0,0,Cessato,Laureato,2
3120,A4924,?,6,?,6,06126,L2,2011,3,2011,63,SAPS170004,Scientifica,?,?,0,0,Cessato,Rinuncia,1
3121,A1826,21,24,30,75,06126,L2,2011,3,2011,81,SAPC06000D,Classica,2016,90,1,0,Cessato,Laureato,3
3122,A823,?,?,?,0,06126,L2,2011,1,2011,90,CEPS010007,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3123,A699,?,?,?,?,06126,L2,2011,1,2011,100,SATF06000P,Tecnico,?,?,0,0,Cessato,Rinuncia,0
3124,A4147,?,?,?,0,06126,L2,2011,1,2011,82,SAPS06000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3125,A2814,30,12,33,75,06126,L2,2011,3,2011,85,SAPS03601R,Scientifica,2016,90,0,0,Cessato,Laureato,3
3126,A2500,21,18,39,78,06126,L2,2011,3,2011,100,AVPS02701R,Scientifica,?,?,0,0,Attivo,Immatricolazione,5
3127,A4281,?,?,?,?,06126,L2,2011,3,2008,74,NAPS20500B,Scientifica,?,?,0,0,Cessato,Decadenza,
3128,A4973,?,?,?,?,06126,L2,2011,1,2011,80,SAPS170004,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3129,A4373,?,?,?,0,06126,L2,2011,1,2010,67,SAPS01000G,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3130,A2383,?,?,?,?,06126,L2,2011,1,2011,100,NAPS05701B,Scientifica,?,?,0,0,Cessato,Errata-Immatricolazione,0
3131,A3514,27,45,51,123,06126,L2,2011,3,2011,97,SAPS04000B,Scientifica,2014,104,0,0,Cessato,Laureato,1
3132,A2774,42,42,63,147,06126,L2,2011,3,2011,100,SAPS09000C,Scientifica,2015,105,0,0,Cessato,Laureato,2
3133,A4298,15,27,39,81,06126,L2,2011,3,2011,70,SAPS04000B,Scientifica,2015,92,0,0,Cessato,Laureato,2
3134,A4623,15,6,?,21,06126,L2,2011,3,2011,95,SAPS06000L,Scientifica,?,?,0,0,Cessato,Rinuncia,2
3135,A1789,?,?,?,?,06126,L2,2011,1,2011,76,NAPS02000Q,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3136,A4556,?,?,?,?,06126,L2,2011,1,2011,70,NAPS110002,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3137,A583,?,?,?,0,06126,L2,2011,1,2011,80,NAPS12000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3138,A4372,15,12,?,27,06126,L2,2011,3,2010,91,AVPS12000T,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3139,A3435,21,27,63,111,06126,L2,2011,3,2011,67,SAPS170004,Scientifica,2015,96,0,0,Cessato,Laureato,2
3140,A247,?,?,?,?,06126,L2,2011,1,2010,83,SAPM03000T,Socio-Psico-Pedagogico,?,?,0,0,Cessato,Decadenza,0
3141,A2366,24,24,57,105,06126,L2,2011,3,2011,93,SAPS15000V,Scientifica,2017,95,0,0,Cessato,Laureato,4
3142,A2452,?,?,?,0,06126,L2,2011,1,2011,67,SAPS020006,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3143,A2394,6,?,?,6,06126,L2,2011,1,2011,100,SAPC05000V,Classica,?,?,0,0,Cessato,Rinuncia,0
3144,A3353,?,?,?,?,06126,L2,2011,1,2011,85,SAPS01000G,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3145,A38,6,?,?,6,06126,L2,2011,1,2010,80,SAPS170004,Scientifica,?,?,0,0,Cessato,Decadenza,0
3146,A3064,12,?,?,12,06126,L2,2011,3,2008,95,SATD090008,Tecnico,?,?,0,0,Cessato,Rinuncia,0
3147,A3870,15,?,?,15,06126,L2,2011,1,2011,86,AVPS12000T,Scientifica,?,?,0,0,Sospeso,Trasferimento-Uscita,0
3148,A201,?,6,?,6,06126,L2,2011,3,2011,81,NAIS013007,Scientifica,?,?,0,0,Attivo,Immatricolazione,5
3149,A1573,6,?,?,6,06126,L2,2011,2,2010,90,SATF06000P,Tecnico,?,?,0,0,Cessato,Decadenza,0
3150,A4858,6,?,?,6,06126,L2,2011,3,2011,76,SAPC12000X,Classica,?,?,0,0,Attivo,Immatricolazione,2
3151,A4537,?,?,?,?,06126,L2,2011,1,2011,76,AVVC01000E,Classica,?,?,0,0,Cessato,Rinuncia,0
3152,A1580,?,?,?,0,06126,L2,2011,1,2011,63,NAPS110002,Scientifica,?,?,0,0,Cessato,Decadenza,0
3153,A3239,27,30,51,108,06126,L2,2011,3,2010,87,SAPS04000B,Scientifica,2015,102,0,0,Cessato,Laureato,2
3154,A3629,?,?,?,?,06126,L2,2011,1,2010,72,SAPS120003,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3155,A1176,?,6,15,21,06126,L2,2012,3,2012,83,SAPS056012,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3156,A4836,36,30,?,66,06126,L2,2012,2,2012,92,SAPS170004,Scientifica,?,?,0,0,Sospeso,Trasferimento-Uscita,0
3157,A209,33,24,39,96,06126,L2,2012,3,2012,80,AVPC02000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3158,A3626,42,54,81,177,06126,L2,2012,3,2012,88,AVPS12000T,Scientifica,2015,103,0,0,Cessato,Laureato,1
3159,A4427,9,?,?,9,06126,L2,2012,2,2012,80,NAPS12000L,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3160,A1342,36,24,45,105,06126,L2,2012,3,2012,86,SAPS11000C,Scientifica,2017,92,0,0,Cessato,Laureato,3
3161,A2590,36,12,51,99,06126,L2,2012,3,2012,84,NAPS24000P,Scientifica,2016,102,0,0,Cessato,Laureato,2
3162,A4061,48,24,69,141,06126,L2,2012,3,2012,100,SAPS020006,Scientifica,2016,106,0,0,Cessato,Laureato,2
3163,A4846,?,?,?,?,06126,L2,2012,1,2012,89,SAPM10000V,Socio-Psico-Pedagogico,?,?,0,0,Cessato,Rinuncia,0
3164,A1134,36,36,39,111,06126,L2,2012,3,2012,82,AVPS12000T,Scientifica,2016,99,0,0,Cessato,Laureato,2
3165,A1868,27,33,57,117,06126,L2,2012,3,2012,88,SAPS18000P,Scientifica,2016,96,0,0,Cessato,Laureato,2
3166,A4071,54,12,63,129,06126,L2,2012,3,2012,79,SAPS020006,Scientifica,2015,94,0,0,Cessato,Laureato,1
3167,A4487,?,?,?,?,06126,L2,2012,3,2012,90,NAPS110002,Linguistico,?,?,0,0,Cessato,Decadenza,0
3168,A2976,42,42,93,177,06126,L2,2012,3,2012,100,SAPS04000B,Scientifica,2015,106,0,0,Cessato,Laureato,1
3169,A1472,?,?,?,0,06126,L2,2012,1,2012,96,NAPS110002,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3170,A4174,42,6,51,99,06126,L2,2012,3,2011,84,SAPS03000R,Scientifica,2016,91,0,0,Cessato,Laureato,2
3171,A3753,15,?,?,15,06126,L2,2012,2,2012,96,SAPM020007,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3172,A387,54,12,57,123,06126,L2,2012,3,2011,95,SATF09000E,Tecnico,2015,99,0,0,Cessato,Laureato,1
3173,A2968,48,60,72,180,06126,L2,2012,3,2012,100,SAPC12000X,Classica,2014,111,0,0,Cessato,Laureato,0
3174,A2206,15,18,27,60,06126,L2,2012,3,2012,60,SAPC040008,Classica,?,?,0,0,Attivo,Immatricolazione,4
3175,A4034,12,12,18,42,06126,L2,2012,3,2011,80,SATD040007,Tecnico,?,?,0,0,Attivo,Immatricolazione,4
3176,A403,9,?,?,9,06126,L2,2012,2,2012,73,AVPS03000G,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3177,A3667,21,15,45,81,06126,L2,2012,3,2012,95,SATF06000P,Tecnico,?,?,0,0,Attivo,Immatricolazione,4
3178,A968,48,42,75,165,06126,L2,2012,3,2012,82,NAPS24000P,Scientifica,2015,109,0,0,Cessato,Laureato,1
3179,A3282,54,42,84,180,06126,L2,2012,3,2012,94,AVPS12000T,Scientifica,2014,107,0,0,Cessato,Laureato,0
3180,A3669,42,54,81,177,06126,L2,2012,3,2012,90,SAPS08000T,Scientifica,2015,106,0,0,Cessato,Laureato,1
3181,A3916,54,48,75,177,06126,L2,2012,3,2012,88,AVPC05000N,Classica,2015,107,0,0,Cessato,Laureato,1
3182,A2544,30,18,18,66,06126,L2,2012,3,2012,67,AVPS00801B,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3183,A2994,42,30,69,141,06126,L2,2012,3,2012,79,AVPS06000B,Scientifica,2015,96,0,0,Cessato,Laureato,1
3184,A1241,9,12,48,69,06126,L2,2012,3,2012,62,SAPS01102D,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3185,A1199,48,60,72,180,06126,L2,2012,3,2012,84,SAPS170004,Scientifica,2014,107,0,0,Cessato,Laureato,0
3186,A3045,12,?,6,18,06126,L2,2012,3,2012,83,SAPC12000X,Classica,?,?,0,0,Attivo,Immatricolazione,4
3187,A1306,27,45,75,147,06126,L2,2012,3,2009,81,PZIS00600A,Tecnico,2015,100,0,0,Cessato,Laureato,1
3188,A3953,48,66,66,180,06126,L2,2012,3,2012,83,SAPS15000V,Scientifica,2014,104,0,0,Cessato,Laureato,0
3189,A2359,?,30,?,30,06126,L2,2012,3,2011,75,SAPS06500Q,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3190,A2693,?,?,?,0,06126,L2,2012,1,2012,77,AVPS12000T,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3191,A4685,42,54,81,177,06126,L2,2012,3,2012,100,SAPS04000B,Scientifica,2015,111,0,0,Cessato,Laureato,1
3192,A3445,54,60,66,180,06126,L2,2012,3,2012,93,SAPS15000V,Scientifica,2014,111,0,0,Cessato,Laureato,0
3193,A65,6,?,?,6,06126,L2,2012,2,2010,68,AVPS06000B,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3194,A1030,18,21,12,51,06126,L2,2012,3,2011,78,SAPS020006,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3195,A2661,42,18,39,99,06126,L2,2012,3,2012,87,NAPM130008,Linguistico,2016,103,0,0,Cessato,Laureato,2
3196,A3310,48,6,93,147,06126,L2,2012,3,2012,92,SAPS09000C,Scientifica,2015,91,0,0,Cessato,Laureato,1
3197,A4614,15,21,12,48,06126,L2,2012,3,2012,70,SAPS10000T,Scientifica,?,?,0,0,Attivo,Immatricolazione,
3198,A4894,27,21,57,105,06126,L2,2012,3,2011,70,SAPS15000V,Scientifica,2016,96,0,0,Cessato,Laureato,2
3199,A3340,21,21,39,81,06126,L2,2012,3,2011,84,SAPS120003,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3200,A3635,?,?,?,?,06126,L2,2012,1,2012,70,SAPS04000B,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3201,A4844,30,?,?,30,06126,L2,2012,2,2012,83,SAPS020006,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3202,A692,27,51,93,171,06126,L2,2012,3,2012,89,SAPC12000X,Classica,2015,99,0,0,Cessato,Laureato,1
3203,A1570,48,54,78,180,06126,L2,2012,3,2012,100,SATD040007,Tecnico,2014,107,0,0,Cessato,Laureato,0
3204,A3677,36,54,75,165,06126,L2,2012,3,2012,91,NATD350002,Tecnico,2015,105,0,0,Cessato,Laureato,1
3205,A288,42,12,69,123,06126,L2,2012,3,2012,100,SAPS027012,Scientifica,2016,94,0,0,Cessato,Laureato,2
3206,A1820,42,36,51,129,06126,L2,2012,3,2012,86,CEPS010007,Scientifica,2015,98,0,0,Cessato,Laureato,1
3207,A2586,54,48,78,180,06126,L2,2012,3,2012,100,NAPS12000L,Scientifica,2014,110,0,0,Cessato,Laureato,0
3208,A675,?,?,?,?,06126,L2,2012,1,2011,100,SAPS11000C,Classica,?,?,0,0,Cessato,Rinuncia,0
3209,A3309,24,24,39,87,06126,L2,2012,3,2012,64,AVPS02701R,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3210,A4705,48,54,75,177,06126,L2,2012,3,2011,89,CBPS01000B,Scientifica,2015,111,0,0,Cessato,Laureato,1
3211,A1040,?,?,?,?,06126,L2,2012,1,2012,74,SAPC03000N,Classica,?,?,0,0,Cessato,Rinuncia,0
3212,A302,21,?,?,21,06126,L2,2012,3,2012,92,AVTD02201D,Tecnico,?,?,0,0,Attivo,Immatricolazione,
3213,A601,21,9,15,45,06126,L2,2012,3,2011,67,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3214,A4787,27,24,42,93,06126,L2,2012,3,2012,88,SATF06000P,Tecnico,2016,92,0,0,Cessato,Laureato,2
3215,A4445,15,?,?,15,06126,L2,2012,2,2012,85,SAPS03000R,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3216,A3398,?,?,?,?,06126,L2,2012,1,2012,85,SAPS01000G,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3217,A1247,30,66,81,177,06126,L2,2012,3,2012,76,BNPS010006,Scientifica,2015,105,0,0,Cessato,Laureato,1
3218,A87,36,30,57,123,06126,L2,2012,3,2012,88,SAPS020006,Scientifica,2016,102,0,0,Cessato,Laureato,2
3219,A3686,6,?,?,6,06126,L2,2012,1,2012,72,SAPS04000B,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3220,A4523,33,33,60,126,06126,L2,2012,3,2012,87,SAPS120003,Scientifica,2016,93,0,0,Cessato,Laureato,2
3221,A3037,36,24,117,177,06126,L2,2012,3,2012,100,SAPS04000B,Scientifica,2015,102,0,0,Cessato,Laureato,1
3222,A871,39,27,39,105,06126,L2,2012,3,2012,85,SAPS06000L,Scientifica,2016,95,0,0,Cessato,Laureato,2
3223,A3180,21,9,42,72,06126,L2,2012,3,2012,88,NAPS03901T,Scientifica,2017,95,0,0,Cessato,Laureato,3
3224,A4742,42,12,57,111,06126,L2,2012,3,2012,80,SAPS15000V,Scientifica,2016,88,0,0,Cessato,Laureato,2
3225,A2288,21,12,27,60,06126,L2,2012,3,2012,88,SAPC12000X,Classica,?,?,0,0,Attivo,Immatricolazione,4
3226,A1202,36,30,57,123,06126,L2,2012,3,2012,94,SAPS020006,Scientifica,2016,96,0,0,Cessato,Laureato,2
3227,A2467,?,?,?,?,06126,L2,2012,1,2012,77,AVPC05000N,Classica,?,?,0,0,Cessato,Rinuncia,0
3228,A3088,?,12,?,12,06126,L2,2012,3,2005,65,SATD070003,Tecnico,?,?,0,0,Cessato,Rinuncia,1
3229,A927,36,42,81,159,06126,L2,2012,3,2012,89,SAPS04000B,Scientifica,2015,103,0,0,Cessato,Laureato,1
3230,A877,21,21,33,75,06126,L2,2012,3,2012,95,AVPS12000T,Scientifica,2018,88,0,0,Cessato,Laureato,4
3231,A220,30,18,48,96,06126,L2,2012,3,2011,83,BNPS011024,Scientifica,2016,100,0,0,Cessato,Laureato,2
3232,A2975,42,60,75,177,06126,L2,2012,3,2012,100,SAPS04000B,Scientifica,2015,108,0,0,Cessato,Laureato,1
3233,A4911,15,21,45,81,06126,L2,2012,3,2011,80,SAPS09000C,Scientifica,2017,90,1,0,Cessato,Laureato,3
3234,A704,48,30,93,171,06126,L2,2012,3,2012,86,NAPS01901L,Scientifica,2015,103,0,0,Cessato,Laureato,1
3235,A4316,48,54,78,180,06126,L2,2012,3,2012,100,SAPS04000B,Scientifica,2014,111,0,0,Cessato,Laureato,0
3236,A3914,21,?,?,21,06126,L2,2012,3,2011,80,SAPS18000P,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3237,A2024,54,36,87,177,06126,L2,2012,3,2012,100,SAPS15000V,Scientifica,2015,109,0,0,Cessato,Laureato,1
3238,A1747,?,?,?,?,06126,L2,2012,1,2012,87,AVPC05000N,Classica,?,?,0,0,Cessato,Errata-Immatricolazione,0
3239,A2820,15,?,9,24,06126,L2,2012,3,2009,73,CETF02000X,Tecnico,?,?,0,0,Cessato,Rinuncia,1
3240,A4665,42,48,81,171,06126,L2,2012,3,2012,97,SAPS03601R,Linguistico,2015,101,0,0,Cessato,Laureato,1
3241,A4677,?,?,?,0,06126,L2,2012,1,2012,60,SAPS170004,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3242,A475,36,18,51,105,06126,L2,2011,3,2011,80,NAIS013007,Scientifica,2017,84,0,0,Cessato,Laureato,4
3243,A2758,21,?,?,21,06126,L2,2012,2,2012,92,NAPS01301N,Scientifica,?,?,0,0,Cessato,Decadenza,0
3244,A3432,?,?,?,0,06126,L2,2012,1,2012,61,NAPS180008,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3245,A4422,54,18,57,129,06126,L2,2012,3,2012,100,SAPS056012,Scientifica,2015,111,0,0,Cessato,Laureato,1
3246,A721,24,30,21,75,06126,L2,2012,3,2012,90,SAPC00101P,Scientifica,?,?,0,0,Attivo,Immatricolazione,4
3247,A2708,?,?,?,0,06126,L2,2012,1,2012,82,CEPS875001,Scientifica,?,?,0,0,Cessato,Rinuncia,0
3248,A488,54,36,87,177,06126,L2,2012,3,2012,96,SAPS15000V,Scientifica,2015,111,0,0,Cessato,Laureato,1
