'Matr','CF','1','2','3','tot','CDS','Tipo_CDS','Coorte','Anni_Carriera','ANNO_DIPLOMA','VOTO_DIPLOMA','CODICE_MECCANOGRAFICO','TIPO_MATURITA','ANNO_ACCADEMICO_LAUREA','VOTO_LAUREA','Erasmus','TESI_ESTERO','STATO_STUDENTE','MOTIVO_STATO_STUDENTE','FC','CLASSE'
2343,4279,35,-1,-1,35,612,3,2018,1,2018,95,118,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2344,4681,35,-1,-1,35,612,3,2018,1,2018,100,167,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2345,973,11,-1,-1,11,612,3,2018,1,2017,86,82,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2347,4189,29,-1,-1,29,612,3,2018,1,2016,93,172,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2348,4025,8,-1,-1,8,612,3,2018,1,2018,95,95,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2349,3991,29,-1,-1,29,612,3,2018,1,2018,78,207,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2350,1330,35,-1,-1,35,612,3,2018,1,2018,83,246,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2351,1877,35,-1,-1,35,612,3,2018,1,2018,73,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2352,4395,35,-1,-1,35,612,3,2018,1,2018,87,225,'Geometra',0,0,0,0,'Attivo','Immatricolazione',1,6
2353,626,35,-1,-1,35,612,3,2018,1,2018,90,191,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2354,1079,32,-1,-1,32,612,3,2018,1,2018,100,201,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2355,1321,29,-1,-1,29,612,3,2018,1,2018,84,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2356,3724,35,-1,-1,35,612,3,2018,1,2018,85,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2357,3486,26,-1,-1,26,612,3,2018,1,2018,92,82,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2358,1084,26,-1,-1,26,612,3,2018,1,2018,91,81,'Liceo-Europeo',0,0,0,0,'Attivo','Immatricolazione',1,7
2359,4439,29,-1,-1,29,612,3,2018,1,2018,88,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2360,1290,26,-1,-1,26,612,3,2018,1,2017,64,7,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2361,2910,35,-1,-1,35,612,3,2018,1,2017,67,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2363,1946,35,-1,-1,35,612,3,2018,1,2018,83,220,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2364,1111,17,-1,-1,17,612,3,2018,1,2018,100,293,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2365,3711,35,-1,-1,35,612,3,2018,1,2018,84,207,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2366,4098,17,-1,-1,17,612,3,2018,1,2018,83,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2367,4312,23,-1,-1,23,612,3,2018,1,2018,98,188,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2368,4184,35,-1,-1,35,612,3,2018,1,2018,87,220,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2369,1923,3,-1,-1,3,612,3,2017,2,2010,98,222,'Scientifica',0,0,0,0,'Attivo','Trasf_in_ingresso',1,11
2370,925,35,-1,-1,35,612,3,2018,1,2018,95,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2371,2581,32,-1,-1,32,612,3,2018,1,2018,100,304,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2372,4413,17,-1,-1,17,612,3,2018,1,2018,65,94,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2373,2372,8,-1,-1,8,612,3,2018,1,2015,98,44,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2374,2826,26,-1,-1,26,612,3,2018,1,2018,98,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2375,189,17,-1,-1,17,612,3,2018,1,2018,100,209,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2376,3325,26,-1,-1,26,612,3,2018,1,2018,100,95,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2377,2267,35,-1,-1,35,612,3,2018,1,2018,100,264,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2378,1950,8,-1,-1,8,612,3,2018,1,2018,80,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2379,651,26,-1,-1,26,612,3,2018,1,2018,100,144,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2380,4086,35,-1,-1,35,612,3,2018,1,2016,100,135,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2381,3800,26,-1,-1,26,612,3,2018,1,2018,82,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2382,4843,23,-1,-1,23,612,3,2018,1,2018,96,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2383,632,11,-1,-1,11,612,3,2018,1,2018,70,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2384,1288,17,-1,-1,17,612,3,2018,1,2018,72,7,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2385,3783,23,-1,-1,23,612,3,2018,1,2018,95,185,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2386,2866,23,-1,-1,23,612,3,2018,1,2018,96,52,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2387,326,8,-1,-1,8,612,3,2018,1,2018,80,159,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2390,4694,35,-1,-1,35,612,3,2018,1,2018,74,220,'Liceo-Europeo',0,0,0,0,'Attivo','Immatricolazione',1,7
2391,2529,17,-1,-1,17,612,3,2018,1,2018,80,91,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2393,2304,17,-1,-1,17,612,3,2018,1,2018,81,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2394,4435,20,-1,-1,20,612,3,2018,1,2018,68,196,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2395,2555,11,-1,-1,11,612,3,2018,1,2017,81,302,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2396,534,17,-1,-1,17,612,3,2018,1,2018,80,202,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2397,1437,35,-1,-1,35,612,3,2018,1,2018,94,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2398,863,14,-1,-1,14,612,3,2018,1,2018,86,144,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2399,2045,35,-1,-1,35,612,3,2018,1,2018,98,44,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2400,2646,11,-1,-1,11,612,3,2018,1,2018,83,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2401,1535,35,-1,-1,35,612,3,2018,1,2018,75,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2402,2338,17,-1,-1,17,612,3,2018,1,2018,80,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2403,2723,14,-1,-1,14,612,3,2018,1,2016,75,11,'Scientifica',0,0,0,0,'Attivo','Trasf_in_ingresso',1,11
2404,4969,26,-1,-1,26,612,3,2018,1,2018,98,180,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2405,4004,26,-1,-1,26,612,3,2018,1,2018,94,201,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2406,15,23,-1,-1,23,612,3,2018,1,2018,84,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2407,4344,35,-1,-1,35,612,3,2018,1,2018,86,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2409,1518,11,-1,-1,11,612,3,2018,1,2017,83,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2410,3881,20,-1,-1,20,612,3,2018,1,2018,100,107,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2411,2,20,-1,-1,20,612,3,2018,1,2018,74,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2412,1473,26,-1,-1,26,612,3,2018,1,2018,94,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2413,1937,17,-1,-1,17,612,3,2018,1,2018,86,213,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2414,4624,32,-1,-1,32,612,3,2018,1,2018,90,246,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2415,4349,20,-1,-1,20,612,3,2018,1,2018,80,248,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2416,283,35,-1,-1,35,612,3,2018,1,2018,90,246,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2417,3863,35,-1,-1,35,612,3,2018,1,2018,100,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2418,2722,11,-1,-1,11,612,3,2018,1,2018,77,212,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2419,1935,38,-1,-1,38,612,3,2018,1,2017,90,71,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2420,816,8,-1,-1,8,612,3,2017,2,2017,93,189,'Geometra',0,0,0,0,'Attivo','PASSAGGIO',1,6
2422,2880,35,-1,-1,35,612,3,2018,1,2018,97,12,'Nautico',0,0,0,0,'Attivo','Immatricolazione',1,9
2424,1944,8,-1,-1,8,612,3,2017,2,2016,71,60,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',1,11
2426,2520,23,-1,-1,23,612,3,2018,1,2017,89,180,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2427,4812,35,-1,-1,35,612,3,2018,1,2018,96,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2428,2565,35,-1,-1,35,612,3,2018,1,2018,100,273,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2429,2120,29,-1,-1,29,612,3,2018,1,2018,88,16,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2430,2759,8,-1,-1,8,612,3,2018,1,2018,64,51,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2431,4934,51,-1,-1,51,612,3,2016,3,1996,42,95,'Tecnico',0,0,0,0,'Attivo','Immatr-per-studente-decaduto',1,13
2432,4169,35,-1,-1,35,612,3,2018,1,2018,93,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2435,3860,35,-1,-1,35,612,3,2018,1,2017,97,27,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2436,4983,17,-1,-1,17,612,3,2018,1,2018,100,210,'Linguistico',0,0,0,0,'Attivo','Immatricolazione',1,8
2438,1761,3,-1,-1,3,612,3,2017,2,2016,79,246,'Classica',0,0,0,0,'Attivo','PASSAGGIO',1,5
2439,3694,9,-1,-1,9,612,3,2018,1,2018,94,97,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2441,2348,35,-1,-1,35,612,3,2018,1,2018,86,82,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2442,1599,8,-1,-1,8,612,3,2017,2,2017,85,94,'Linguistico',0,0,0,0,'Attivo','PASSAGGIO',1,8
2443,4146,26,-1,-1,26,612,3,2018,1,2018,100,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2444,4411,11,-1,-1,11,612,3,2018,1,2018,88,167,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2445,1762,26,-1,-1,26,612,3,2018,1,2018,74,213,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2446,2257,2,-1,-1,2,612,3,2018,1,2016,97,43,'Tecnico',0,0,0,0,'Attivo','PASSAGGIO',1,13
2447,428,8,-1,-1,8,612,3,2018,1,2015,73,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2450,4662,6,-1,-1,6,612,3,2017,2,2017,94,298,'Tecnico',0,0,0,0,'Attivo','PASSAGGIO',1,13
2451,3296,9,-1,-1,9,612,3,2017,2,2017,93,81,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',1,11
2452,2761,6,-1,-1,6,612,3,2017,2,2017,77,191,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',1,11
2454,2481,11,-1,-1,11,612,3,2018,1,2018,80,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2564,1715,24,-1,-1,24,612,3,2013,1,2013,96,254,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
2565,3450,51,42,87,180,612,3,2013,3,2013,97,295,'Scientifica',2015,100,0,0,'Cessato','Laureato',0,11
2566,1388,30,-1,-1,30,612,3,2013,3,2013,82,71,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2567,4960,51,60,69,180,612,3,2013,3,2013,100,254,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
2568,2114,36,6,45,87,612,3,2013,3,2013,86,103,'Tecnico',2017,96,0,0,'Cessato','Laureato',1,13
2569,3009,45,33,39,117,612,3,2013,3,2013,100,141,'Scientifica',2017,111,0,0,'Cessato','Laureato',1,11
2570,710,57,60,63,180,612,3,2013,3,2013,100,254,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
2571,1377,57,49,74,180,612,3,2013,3,2013,96,35,'Scientifica',2015,98,0,0,'Cessato','Laureato',0,11
2572,3059,57,42,81,180,612,3,2013,3,2013,100,300,'Scientifica',2015,107,0,0,'Cessato','Laureato',0,11
2573,741,51,42,87,180,612,3,2013,3,2013,94,157,'Tecnico',2016,103,0,0,'Cessato','Laureato',0,13
2575,2172,45,30,12,87,612,3,2013,3,2012,87,209,'Tecnico',0,0,0,0,'Cessato','Rinuncia',1,13
2576,94,51,60,69,180,612,3,2013,3,2013,94,145,'Tecnico',2015,98,0,0,'Cessato','Laureato',0,13
2577,593,18,15,-1,33,612,3,2013,2,2012,60,11,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
2578,3712,51,54,75,180,612,3,2013,3,2013,98,209,'Tecnico',2015,95,0,0,'Cessato','Laureato',0,13
2579,1057,30,24,12,66,612,3,2013,3,2012,66,49,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2580,3298,36,15,6,57,612,3,2013,3,2011,100,300,'Scientifica',2018,98,0,0,'Cessato','Laureato',1,11
2581,3555,30,12,57,99,612,3,2013,3,2012,90,126,'Tecnico',2017,100,0,0,'Cessato','Laureato',1,13
2583,4105,33,18,15,66,612,3,2013,3,2013,87,298,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2584,108,45,24,36,105,612,3,2013,3,2010,86,224,'Tecnico',2017,97,0,0,'Cessato','Laureato',1,13
2585,3363,24,45,9,78,612,3,2013,3,2013,95,149,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2587,404,57,60,63,180,612,3,2013,3,2013,88,195,'Scientifica',2015,108,0,0,'Cessato','Laureato',0,11
2588,1225,45,24,24,93,612,3,2013,3,2013,97,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2589,2329,45,21,30,96,612,3,2013,3,2013,86,300,'Scientifica',2018,90,0,0,'Cessato','Laureato',1,11
2590,631,30,21,15,66,612,3,2013,3,2013,92,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2591,1626,30,27,9,66,612,3,2013,3,2012,70,273,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2592,1119,21,21,6,48,612,3,2013,3,2011,87,209,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2593,1379,57,60,63,180,612,3,2013,3,2013,100,175,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
2594,956,27,15,12,54,612,3,2013,3,2012,73,172,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2595,2476,45,12,15,72,612,3,2013,3,2013,76,185,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2596,3287,39,24,27,90,612,3,2013,3,2013,91,157,'Tecnico',2017,94,0,0,'Cessato','Laureato',1,13
2597,3440,18,-1,-1,18,612,3,2013,1,2011,90,163,'Tecnico',0,0,0,0,'Cessato','Decadenza',1,13
2599,917,24,-1,-1,24,612,3,2013,2,2013,98,145,'Tecnico',0,0,0,0,'Cessato','Rinuncia',1,13
2603,1009,6,-1,-1,6,612,3,2013,1,2013,75,11,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2606,2540,51,21,39,111,612,3,2013,3,2013,85,49,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2607,2561,15,15,12,42,612,3,2013,3,2013,87,207,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2608,3133,57,60,63,180,612,3,2013,3,2013,100,195,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
2609,803,36,36,42,114,612,3,2013,3,2013,87,35,'Scientifica',2017,96,0,0,'Cessato','Laureato',1,11
2610,2956,30,18,45,93,612,3,2013,3,2013,83,118,'Scientifica',2017,104,0,0,'Cessato','Laureato',1,11
2612,2097,6,-1,-1,6,612,3,2013,3,2012,77,216,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2614,4038,24,21,15,60,612,3,2013,3,2009,90,44,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2621,3810,51,54,75,180,612,3,2014,3,2014,100,299,'Scientifica',2016,110,0,0,'Cessato','Laureato',0,11
2622,1069,15,-1,-1,15,612,3,2014,3,2014,67,121,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2623,4914,42,12,39,93,612,3,2014,3,2014,82,95,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2624,4196,51,48,78,177,612,3,2014,3,2014,100,243,'Scientifica',2017,111,0,0,'Cessato','Laureato',1,11
2625,1010,36,30,18,84,612,3,2014,3,2014,90,201,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2626,3981,51,60,69,180,612,3,2014,3,2014,85,195,'Scientifica',2016,111,0,0,'Cessato','Laureato',0,11
2627,1341,51,60,69,180,612,3,2014,3,2014,94,80,'Tecnico',2016,111,0,0,'Cessato','Laureato',0,13
2628,1498,51,60,69,180,612,3,2014,3,2014,100,286,'Tecnico',2016,111,0,0,'Cessato','Laureato',0,13
2629,2371,6,39,15,60,612,3,2014,3,2014,65,15,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2630,1938,15,9,-1,24,612,3,2014,3,2014,70,52,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
2631,748,30,15,12,57,612,3,2014,3,2014,97,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2632,4599,57,42,69,168,612,3,2014,3,2014,97,243,'Scientifica',2017,111,0,0,'Cessato','Laureato',1,11
2633,1513,24,18,12,54,612,3,2014,3,2014,86,7,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2634,98,42,33,72,147,612,3,2014,3,2013,97,52,'Scientifica',2017,100,0,0,'Cessato','Laureato',1,11
2635,4454,42,60,78,180,612,3,2014,3,2014,100,81,'Scientifica',2016,104,0,0,'Cessato','Laureato',0,11
2636,2515,39,18,24,81,612,3,2014,3,2014,93,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2637,4770,42,-1,-1,42,612,3,2014,2,2014,90,81,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2638,1460,42,24,48,114,612,3,2014,3,2014,96,35,'Scientifica',2018,95,0,0,'Cessato','Laureato',1,11
2639,2562,48,60,72,180,612,3,2014,3,2014,100,81,'Scientifica',2016,111,0,0,'Cessato','Laureato',0,11
2640,2446,42,48,45,135,612,3,2014,3,2014,94,300,'Scientifica',2017,99,0,0,'Cessato','Laureato',1,11
2641,903,15,9,18,42,612,3,2014,3,2014,92,170,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2642,3281,42,54,84,180,612,3,2014,3,2014,100,81,'Scientifica',2016,106,0,0,'Cessato','Laureato',0,11
2643,4760,15,15,18,48,612,3,2014,3,2014,89,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2644,1604,36,6,-1,42,612,3,2014,3,2014,86,254,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2645,2718,15,6,21,42,612,3,2014,3,2014,100,83,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2646,2248,21,15,12,48,612,3,2014,3,2014,85,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2647,4631,51,48,57,156,612,3,2014,3,2001,90,112,'Geometra',2017,101,0,0,'Cessato','Laureato',1,6
2648,3373,15,-1,6,21,612,3,2014,3,2014,78,81,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2649,2353,51,33,96,180,612,3,2014,3,2014,83,11,'Scientifica',2016,95,0,0,'Cessato','Laureato',0,11
2650,607,15,-1,-1,15,612,3,2014,1,2014,94,11,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2651,1872,42,42,33,117,612,3,2014,3,2014,76,182,'Scientifica',2017,102,1,0,'Cessato','Laureato',1,11
2652,1249,27,15,6,48,612,3,2014,3,2014,78,267,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2653,487,30,6,12,48,612,3,2014,3,2014,94,220,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2654,267,9,-1,-1,9,612,3,2014,1,2014,92,81,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2655,3566,57,60,63,180,612,3,2014,3,2014,84,273,'Scientifica',2016,97,0,0,'Cessato','Laureato',0,11
2656,4977,30,18,12,60,612,3,2014,3,2014,78,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2657,257,42,48,90,180,612,3,2014,3,2014,100,81,'Liceo-Europeo',2016,108,0,1,'Cessato','Laureato',0,7
2658,4919,48,42,90,180,612,3,2014,3,2013,88,157,'Tecnico',2016,100,0,0,'Cessato','Laureato',0,13
2659,624,48,33,60,141,612,3,2014,3,2011,83,9,'Tecnico',2017,101,0,0,'Cessato','Laureato',1,13
2660,751,36,-1,12,48,612,3,2014,3,2013,62,141,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2661,991,42,33,21,96,612,3,2014,3,2014,95,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2662,258,36,6,-1,42,612,3,2014,3,2014,100,83,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2663,3327,36,24,6,66,612,3,2014,3,2013,83,273,'Liceo-Europeo',0,0,0,0,'Cessato','Rinuncia',1,7
2664,4577,36,39,54,129,612,3,2014,3,2014,100,81,'Scientifica',2017,95,0,0,'Cessato','Laureato',1,11
2666,986,36,54,57,147,612,3,2014,3,2014,86,180,'Tecnico',2017,95,0,0,'Cessato','Laureato',1,13
2667,4467,42,54,84,180,612,3,2014,3,2014,99,213,'Scientifica',2016,105,0,0,'Cessato','Laureato',0,11
2668,2532,57,60,63,180,612,3,2014,3,2014,100,35,'Scientifica',2016,111,0,0,'Cessato','Laureato',0,11
2669,1495,42,12,6,60,612,3,2014,3,2011,72,42,'Nautico',0,0,0,0,'Attivo','Immatricolazione',1,9
2670,996,42,54,84,180,612,3,2014,3,2014,86,81,'Scientifica',2016,99,0,0,'Cessato','Laureato',0,11
2672,2029,36,36,42,114,612,3,2014,3,2014,93,52,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2673,3035,30,21,18,69,612,3,2014,3,2014,98,52,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2675,455,36,33,51,120,612,3,2014,3,2012,85,298,'Tecnico',2017,100,0,0,'Cessato','Laureato',1,13
2676,3678,9,-1,-1,9,612,3,2014,1,2014,87,254,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2677,884,42,39,60,141,612,3,2014,3,2014,80,300,'Scientifica',2017,99,0,0,'Cessato','Laureato',1,11
2678,1544,24,6,6,36,612,3,2014,3,2014,68,295,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2680,4088,42,42,93,177,612,3,2014,3,2014,86,220,'Scientifica',2017,98,0,0,'Cessato','Laureato',1,11
2681,627,42,39,75,156,612,3,2014,3,2014,80,221,'Scientifica',2017,102,0,0,'Cessato','Laureato',1,11
2683,794,51,54,75,180,612,3,2014,3,2014,100,11,'Scientifica',2016,110,0,0,'Cessato','Laureato',0,11
2684,3255,36,21,12,69,612,3,2014,3,2014,84,209,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2686,4731,42,45,93,180,612,3,2014,3,2014,91,191,'Scientifica',2016,104,0,0,'Cessato','Laureato',0,11
2687,1547,24,6,-1,30,612,3,2014,3,2012,67,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2688,985,6,12,9,27,612,3,2014,3,1995,38,110,'Ragioneria',0,0,0,0,'Attivo','Immatricolazione',1,10
2689,439,9,-1,-1,9,612,3,2014,3,2014,72,11,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
2690,2474,15,-1,-1,15,612,3,2014,1,2009,65,286,'Tecnico',0,0,0,0,'Cessato','Decadenza',1,13
2696,34,57,51,48,156,612,3,2015,3,2015,89,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2697,4829,48,51,42,141,612,3,2015,3,2014,84,95,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2698,126,57,60,63,180,612,3,2015,3,2015,100,91,'Classica',2017,96,0,0,'Cessato','Laureato',0,5
2699,4289,57,60,63,180,612,3,2015,3,2015,100,254,'Scientifica',2017,111,0,0,'Cessato','Laureato',0,11
2700,736,57,39,-1,96,612,3,2015,3,2015,98,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
2701,53,51,60,36,147,612,3,2015,3,2014,85,119,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2702,1927,57,60,63,180,612,3,2015,3,2015,100,207,'Scientifica',2017,106,0,0,'Cessato','Laureato',0,11
2703,3228,21,6,6,33,612,3,2015,3,2014,78,273,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2704,4636,51,45,60,156,612,3,2015,3,2015,92,1,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2705,3743,57,30,21,108,612,3,2015,3,2015,88,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2706,4781,36,18,-1,54,612,3,2015,3,2015,88,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2707,1534,30,-1,-1,30,612,3,2015,1,2015,92,243,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
2708,1354,36,33,57,126,612,3,2015,3,2015,95,91,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
2709,1127,42,30,9,81,612,3,2015,3,2014,66,147,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2710,3291,57,36,63,156,612,3,2015,3,2015,95,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
2711,3869,57,60,63,180,612,3,2015,3,2015,100,82,'Scientifica',2017,111,0,0,'Cessato','Laureato',0,11
2712,4115,30,6,-1,36,612,3,2015,2,2015,89,7,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
