'Matr','CF','1','2','3','tot','CDS','Tipo_CDS','Coorte','Anni_Carriera','ANNO_DIPLOMA','VOTO_DIPLOMA','CODICE_MECCANOGRAFICO','TIPO_MATURITA','ANNO_ACCADEMICO_LAUREA','VOTO_LAUREA','Erasmus','TESI_ESTERO','STATO_STUDENTE','MOTIVO_STATO_STUDENTE','FC','CLASSE'
773,1328,24,-1,-1,24,612,3,2018,1,2018,82,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
774,3043,48,-1,-1,48,612,3,2018,1,2018,100,201,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
775,709,48,-1,-1,48,612,3,2018,1,2018,100,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
776,441,18,-1,-1,18,612,3,2018,1,2018,70,76,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
777,3890,33,-1,-1,33,612,3,2018,1,2018,85,207,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
778,1925,48,-1,-1,48,612,3,2018,1,2018,100,268,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
779,1031,39,-1,-1,39,612,3,2018,1,2018,100,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
780,416,48,-1,-1,48,612,3,2018,1,2018,100,195,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
781,1965,42,-1,-1,42,612,3,2018,1,2018,100,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
782,1540,48,-1,-1,48,612,3,2018,1,2018,100,52,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
783,4165,33,-1,-1,33,612,3,2018,1,2018,80,117,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
784,1886,24,-1,-1,24,612,3,2018,1,2018,78,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
785,96,39,-1,-1,39,612,3,2018,1,2018,82,154,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
786,878,24,-1,-1,24,612,3,2018,1,2018,84,197,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
787,2008,42,-1,-1,42,612,3,2018,1,2018,100,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
788,2836,42,-1,-1,42,612,3,2018,1,2018,100,119,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
789,674,42,-1,-1,42,612,3,2018,1,2018,98,15,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
790,4871,42,-1,-1,42,612,3,2018,1,2018,80,201,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
791,3067,39,-1,-1,39,612,3,2018,1,2018,94,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
792,3042,18,-1,-1,18,612,3,2018,1,2018,73,7,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
793,3361,42,-1,-1,42,612,3,2018,1,2018,100,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
794,1016,27,-1,-1,27,612,3,2018,1,2017,77,26,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
795,1193,36,-1,-1,36,612,3,2018,1,2018,100,273,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
796,4765,27,-1,-1,27,612,3,2018,1,2018,90,91,'Liceo-Europeo',0,0,0,0,'Attivo','Immatricolazione',1,7
797,2691,39,-1,-1,39,612,3,2018,1,2018,87,201,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
798,3739,39,-1,-1,39,612,3,2018,1,2018,98,175,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
799,1635,42,-1,-1,42,612,3,2018,1,2018,98,54,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
800,351,48,-1,-1,48,612,3,2018,1,2018,86,182,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
802,4200,33,-1,-1,33,612,3,2018,1,2018,95,147,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
804,3025,48,-1,-1,48,612,3,2018,1,2018,92,195,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
805,1873,27,-1,-1,27,612,3,2018,1,2018,94,205,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
806,2656,27,-1,-1,27,612,3,2018,1,2018,100,191,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
810,1378,33,-1,-1,33,612,3,2018,1,2018,87,147,'Liceo-Europeo',0,0,0,0,'Attivo','Immatricolazione',1,7
812,2949,27,-1,-1,27,612,3,2018,1,2018,86,282,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
813,1866,48,-1,-1,48,612,3,2018,1,2018,100,52,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
814,2943,42,-1,-1,42,612,3,2018,1,2018,64,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
815,3760,33,-1,-1,33,612,3,2018,1,2018,96,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
816,4581,42,-1,-1,42,612,3,2018,1,2018,94,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
817,2897,33,-1,-1,33,612,3,2018,1,2018,97,254,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
818,3204,33,-1,-1,33,612,3,2018,1,2018,94,151,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
820,754,33,-1,-1,33,612,3,2018,1,2018,95,8,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
821,1501,24,-1,-1,24,612,3,2018,1,2018,91,136,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
822,424,24,-1,-1,24,612,3,2018,1,2018,88,265,'Socio-Psico-Pedagogico',0,0,0,0,'Attivo','Immatricolazione',1,12
823,4208,42,-1,-1,42,612,3,2018,1,2018,85,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
824,970,18,-1,-1,18,612,3,2018,1,2018,81,53,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
825,4031,42,-1,-1,42,612,3,2018,1,2018,100,20,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
826,1170,42,-1,-1,42,612,3,2018,1,2018,100,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
828,1597,36,-1,-1,36,612,3,2018,1,2018,87,172,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
829,287,42,-1,-1,42,612,3,2018,1,2018,96,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
830,1932,27,-1,-1,27,612,3,2018,1,2018,90,191,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
831,3234,48,-1,-1,48,612,3,2018,1,2018,75,94,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
832,536,18,-1,-1,18,612,3,2018,1,2018,100,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
833,550,27,-1,-1,27,612,3,2018,1,2018,97,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
834,1064,39,-1,-1,39,612,3,2018,1,2018,88,213,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
835,2923,48,-1,-1,48,612,3,2018,1,2018,90,213,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
836,2468,42,-1,-1,42,612,3,2018,1,2018,100,1,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
837,3063,33,-1,-1,33,612,3,2018,1,2017,100,134,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
838,4293,18,-1,-1,18,612,3,2018,1,2018,73,76,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
839,1607,27,-1,-1,27,612,3,2018,1,2018,100,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
840,1039,39,-1,-1,39,612,3,2018,1,2018,82,159,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
841,1113,33,-1,-1,33,612,3,2018,1,2018,100,192,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
842,2961,42,-1,-1,42,612,3,2018,1,2018,100,185,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
843,2631,42,-1,-1,42,612,3,2018,1,2018,87,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
844,330,21,-1,-1,21,612,3,2018,1,2018,78,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
846,3576,42,-1,-1,42,612,3,2018,1,2018,100,295,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
847,3504,48,-1,-1,48,612,3,2018,1,2018,94,213,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
848,76,42,-1,-1,42,612,3,2018,1,2018,80,117,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
850,972,24,-1,-1,24,612,3,2018,1,2018,78,207,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
851,2403,21,-1,-1,21,612,3,2018,1,2017,99,212,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
852,2711,48,-1,-1,48,612,3,2018,1,2018,99,295,'Liceo-Europeo',0,0,0,0,'Attivo','Immatricolazione',1,7
853,561,48,-1,-1,48,612,3,2018,1,2018,90,236,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
854,1267,36,-1,-1,36,612,3,2018,1,2017,99,86,'Classica',0,0,0,0,'Attivo','PASSAGGIO',1,5
855,4228,30,-1,-1,30,612,3,2018,1,2018,95,185,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
856,4464,42,-1,-1,42,612,3,2018,1,2018,100,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
857,2239,42,-1,-1,42,612,3,2018,1,2018,100,41,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
858,3577,33,-1,-1,33,612,3,2018,1,2018,100,58,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
859,3932,42,-1,-1,42,612,3,2018,1,2018,100,141,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
860,4193,21,-1,-1,21,612,3,2018,1,2018,100,195,'Linguistico',0,0,0,0,'Attivo','Immatricolazione',1,8
862,4238,30,-1,-1,30,612,3,2018,1,2015,100,57,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
863,3541,18,-1,-1,18,612,3,2018,1,2018,87,6,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
865,418,30,-1,-1,30,612,3,2018,1,2018,83,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
866,2505,36,-1,-1,36,612,3,2018,1,2018,100,18,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
867,2211,42,-1,-1,42,612,3,2018,1,2018,87,195,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
868,1862,6,-1,-1,6,612,3,2018,1,2015,70,21,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
870,1881,18,-1,-1,18,612,3,2018,1,2018,79,300,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
872,2737,27,-1,-1,27,612,3,2018,1,2018,86,295,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
873,4976,33,-1,-1,33,612,3,2018,1,2018,100,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
874,558,39,-1,-1,39,612,3,2018,1,2018,97,54,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
875,2362,24,-1,-1,24,612,3,2017,2,2017,89,35,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',1,11
876,2875,9,6,18,33,612,3,2016,3,2009,74,11,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',0,11
1063,4661,33,15,6,54,612,3,2017,2,2012,86,6,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',0,11
1161,3876,54,57,69,180,612,3,2013,3,2013,100,82,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1162,828,54,39,84,177,612,3,2013,3,2013,100,167,'Scientifica',2016,111,0,0,'Cessato','Laureato',1,11
1163,1986,27,15,6,48,612,3,2013,3,2012,83,265,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1164,1076,42,21,24,87,612,3,2013,3,2012,88,201,'Scientifica',2017,102,0,0,'Cessato','Laureato',1,11
1165,4347,48,51,72,171,612,3,2013,3,2013,95,11,'Scientifica',2016,106,0,0,'Cessato','Laureato',1,11
1166,2638,42,21,42,105,612,3,2013,3,2013,100,26,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1167,251,18,6,6,30,612,3,2017,2,2013,93,82,'Scientifica',0,0,0,0,'Attivo','PASSAGGIO',0,11
1168,3853,6,27,33,66,612,3,2013,3,2013,94,155,'Geometra',0,0,0,0,'Attivo','Immatricolazione',1,6
1169,2863,54,57,69,180,612,3,2013,3,2013,100,167,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1170,2695,42,9,6,57,612,3,2013,3,2013,87,170,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
1171,807,30,27,30,87,612,3,2013,3,2013,83,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1172,1242,6,-1,-1,6,612,3,2013,1,2013,100,226,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1173,2809,15,-1,-1,15,612,3,2013,1,2013,92,222,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1174,3670,30,15,36,81,612,3,2013,3,2013,78,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1175,958,48,33,18,99,612,3,2013,3,2013,82,121,'Liceo-Europeo',2017,96,1,0,'Cessato','Laureato',1,7
1176,3901,54,51,75,180,612,3,2013,3,2013,81,15,'Scientifica',2015,103,0,0,'Cessato','Laureato',0,11
1177,3560,24,24,45,93,612,3,2013,3,2013,83,165,'Scientifica',2017,95,0,0,'Cessato','Laureato',1,11
1179,4776,42,33,48,123,612,3,2013,3,2013,96,6,'Scientifica',2017,96,0,0,'Cessato','Laureato',1,11
1180,3771,48,45,30,123,612,3,2013,3,2013,83,213,'Scientifica',2017,96,0,0,'Cessato','Laureato',1,11
1181,61,9,15,12,36,612,3,2013,3,2013,72,26,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1182,3256,54,57,69,180,612,3,2013,3,2013,100,35,'Scientifica',2015,107,0,0,'Cessato','Laureato',0,11
1183,82,48,57,72,177,612,3,2013,3,2013,100,157,'Tecnico',2016,111,0,0,'Cessato','Laureato',1,13
1185,304,36,33,42,111,612,3,2013,3,2013,78,35,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1186,785,45,-1,-1,45,612,3,2013,2,2012,70,95,'Tecnico',0,0,0,0,'Cessato','Decadenza',1,13
1187,45,9,-1,-1,9,612,3,2013,3,2012,83,304,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1188,1430,42,39,78,159,612,3,2013,3,2013,90,11,'Scientifica',2016,91,0,0,'Cessato','Laureato',1,11
1189,253,54,57,69,180,612,3,2013,3,2013,100,153,'Ragioneria',2015,105,0,0,'Cessato','Laureato',0,10
1190,4603,48,39,84,171,612,3,2013,3,2013,100,207,'Scientifica',2016,98,0,0,'Cessato','Laureato',1,11
1193,1407,54,21,78,153,612,3,2013,3,2013,86,300,'Scientifica',2016,97,0,0,'Cessato','Laureato',1,11
1194,576,36,15,36,87,612,3,2013,3,2013,86,81,'Scientifica',2017,88,0,0,'Cessato','Laureato',1,11
1195,2914,54,33,60,147,612,3,2013,3,2013,72,201,'Scientifica',2016,101,0,0,'Cessato','Laureato',1,11
1196,3140,42,51,30,123,612,3,2013,3,2013,85,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1197,1503,54,57,69,180,612,3,2013,3,2013,85,216,'Scientifica',2015,97,0,0,'Cessato','Laureato',0,11
1198,3588,54,57,74,185,612,3,2013,3,2013,90,57,'Scientifica',2015,107,1,1,'Cessato','Laureato',0,11
1199,4093,33,36,24,93,612,3,2013,3,2013,88,42,'Nautico',0,0,0,0,'Attivo','Immatricolazione',1,9
1200,1726,21,18,27,66,612,3,2013,3,2012,98,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1202,1567,27,9,6,42,612,3,2013,3,2012,73,295,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1203,2556,54,57,69,180,612,3,2013,3,2013,100,82,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1204,4248,54,51,36,141,612,3,2013,3,2013,80,20,'Scientifica',2016,101,0,0,'Cessato','Laureato',1,11
1205,557,42,51,36,129,612,3,2013,3,2013,100,60,'Scientifica',2017,99,0,0,'Cessato','Laureato',1,11
1206,2441,18,-1,-1,18,612,3,2013,3,2013,62,7,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1207,3379,48,63,69,180,612,3,2013,3,2013,100,81,'Scientifica',2015,102,0,0,'Cessato','Laureato',0,11
1208,4224,15,-1,-1,15,612,3,2013,2,2013,85,11,'Scientifica',0,0,0,0,'Cessato','Decadenza',1,11
1209,3773,15,-1,-1,15,612,3,2013,1,2012,75,157,'Tecnico',0,0,0,0,'Cessato','Decadenza',1,13
1210,553,54,33,42,129,612,3,2013,3,2012,100,115,'Linguistico',2017,99,0,0,'Cessato','Laureato',1,8
1211,2013,15,15,24,54,612,3,2013,3,2013,91,248,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
1212,3603,6,-1,-1,6,612,3,2013,1,2012,77,300,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1213,983,33,21,27,81,612,3,2013,3,2012,71,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1214,3605,33,15,15,63,612,3,2013,3,2012,78,132,'Geometra',0,0,0,0,'Attivo','Immatricolazione',1,6
1215,960,21,18,45,84,612,3,2013,3,2013,100,209,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1216,1160,9,21,-1,30,612,3,2013,3,2012,92,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1217,129,42,15,30,87,612,3,2013,3,2012,78,175,'Scientifica',2017,95,0,0,'Cessato','Laureato',1,11
1218,937,36,-1,33,69,612,3,2013,3,2012,70,18,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1219,3805,18,-1,9,27,612,3,2013,3,2013,76,7,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
1222,1735,42,33,36,111,612,3,2013,3,2013,96,259,'Tecnico',2017,100,0,0,'Cessato','Laureato',1,13
1223,1349,15,-1,12,27,612,3,2013,3,2013,77,44,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1224,4574,30,27,24,81,612,3,2013,3,2013,78,147,'Scientifica',2017,94,0,0,'Cessato','Laureato',1,11
1225,1632,54,39,84,177,612,3,2013,3,2013,100,144,'Classica',2016,103,0,0,'Cessato','Laureato',1,5
1226,3569,30,6,21,57,612,3,2013,3,2012,98,19,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1227,4233,36,6,9,51,612,3,2013,3,2013,88,295,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1229,1139,42,39,96,177,612,3,2013,3,2013,89,144,'Classica',2016,100,0,0,'Cessato','Laureato',1,5
1230,1376,36,21,30,87,612,3,2013,3,2013,87,295,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1231,914,54,57,69,180,612,3,2013,3,2013,100,82,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1233,1771,24,27,6,57,612,3,2013,3,2013,82,237,'Classica',0,0,0,0,'Attivo','Immatricolazione',1,5
1234,4727,6,-1,-1,6,612,3,2013,1,2013,83,11,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1235,4706,54,57,69,180,612,3,2013,3,2013,100,266,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1236,4029,54,51,72,177,612,3,2013,3,2012,96,298,'Tecnico',2016,111,0,0,'Cessato','Laureato',1,13
1237,2595,30,12,-1,42,612,3,2013,3,2010,80,130,'Geometra',0,0,0,0,'Attivo','Immatricolazione',1,6
1238,4265,36,30,33,99,612,3,2013,3,2012,97,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1239,4360,18,24,12,54,612,3,2013,3,2013,90,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1240,2307,9,27,-1,36,612,3,2013,3,2012,68,123,'Ragioneria',0,0,0,0,'Attivo','Immatricolazione',1,10
1242,4515,39,36,18,93,612,3,2013,3,2013,91,217,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1243,883,54,57,69,180,612,3,2013,3,2013,95,82,'Scientifica',2015,103,0,0,'Cessato','Laureato',0,11
1244,4234,15,6,-1,21,612,3,2013,2,2013,93,60,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
1245,2250,42,33,30,105,612,3,2013,3,2013,92,54,'Scientifica',2017,97,0,0,'Cessato','Laureato',1,11
1246,928,30,18,21,69,612,3,2013,3,2013,84,54,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1247,1592,15,6,39,60,612,3,2013,3,2013,70,118,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1248,4971,24,6,12,42,612,3,2013,3,2012,100,73,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1250,1704,54,51,75,180,612,3,2013,3,2013,82,191,'Scientifica',2015,110,0,0,'Cessato','Laureato',0,11
1251,4550,27,27,24,78,612,3,2013,3,2013,100,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1252,508,9,-1,-1,9,612,3,2013,3,2013,100,95,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1253,4466,30,24,27,81,612,3,2013,3,2013,81,15,'Scientifica',2017,92,0,0,'Cessato','Laureato',1,11
1254,4119,9,9,6,24,612,3,2013,3,2012,69,299,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
1255,2787,15,-1,-1,15,612,3,2013,3,2013,77,243,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1256,3502,42,18,12,72,612,3,2013,3,2013,100,192,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1257,975,9,-1,-1,9,612,3,2013,3,2013,80,11,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1259,4465,27,30,60,117,612,3,2013,3,2013,96,4,'Geometra',2017,96,0,0,'Cessato','Laureato',1,6
1260,2159,30,-1,6,36,612,3,2013,3,2011,60,145,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1262,4180,54,57,69,180,612,3,2013,3,2013,100,11,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1263,4274,21,-1,-1,21,612,3,2013,1,2013,100,81,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1264,3424,9,9,12,30,612,3,2013,3,2013,70,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1265,2068,36,18,12,66,612,3,2013,3,2013,81,81,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1266,2609,6,9,-1,15,612,3,2013,2,2013,68,11,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1267,1750,30,21,48,99,612,3,2013,3,2013,94,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1268,3904,54,57,69,180,612,3,2013,3,2013,100,300,'Scientifica',2015,111,0,0,'Cessato','Laureato',0,11
1269,149,12,21,12,45,612,3,2013,3,2012,100,300,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1270,3733,9,15,18,42,612,3,2013,3,2013,90,209,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1271,2859,36,24,33,93,612,3,2013,3,2013,85,15,'Liceo-Europeo',2017,99,0,0,'Cessato','Laureato',1,7
1272,1693,42,21,42,105,612,3,2014,3,2013,100,11,'Scientifica',2018,97,0,0,'Cessato','Laureato',1,11
1273,2198,42,27,30,99,612,3,2013,3,2013,69,11,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1274,3,33,9,27,69,612,3,2013,3,2012,80,156,'Geometra',0,0,0,0,'Attivo','Immatricolazione',1,6
1275,1358,21,9,33,63,612,3,2013,3,2009,75,157,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1276,2935,48,33,18,99,612,3,2013,3,2011,75,85,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1277,939,15,-1,-1,15,612,3,2013,3,2013,75,52,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1278,3908,9,-1,-1,9,612,3,2013,2,2013,78,8,'Scientifica',0,0,0,0,'Cessato','Decadenza',1,11
1279,3485,42,51,60,153,612,3,2013,3,2013,81,82,'Scientifica',2016,103,0,0,'Cessato','Laureato',1,11
1280,3454,54,57,66,177,612,3,2013,3,2013,100,82,'Scientifica',2016,96,0,0,'Cessato','Laureato',1,11
1281,1340,42,45,36,123,612,3,2013,3,2013,95,300,'Scientifica',2017,99,0,0,'Cessato','Laureato',1,11
1282,759,30,39,36,105,612,3,2013,3,2013,71,117,'Liceo-Europeo',2017,104,0,0,'Cessato','Laureato',1,7
1284,3922,54,51,48,153,612,3,2013,3,2013,95,134,'Scientifica',2016,104,1,1,'Cessato','Laureato',1,11
1285,2511,18,24,27,69,612,3,2013,3,2013,88,278,'Scientifica',2017,94,0,0,'Cessato','Laureato',1,11
1287,1910,24,-1,-1,24,612,3,2013,2,2012,70,100,'Scientifica',0,0,0,0,'Cessato','Decadenza',1,11
1288,1318,9,21,15,45,612,3,2013,3,2013,71,81,'Liceo-Europeo',0,0,0,0,'Attivo','Immatricolazione',1,7
1290,3122,30,39,6,75,612,3,2013,3,2013,96,60,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1291,767,42,39,42,123,612,3,2013,3,2013,88,35,'Scientifica',2017,110,0,0,'Cessato','Laureato',1,11
1292,3736,9,-1,-1,9,612,3,2013,3,2013,90,121,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1293,1850,15,-1,-1,15,612,3,2013,2,2013,84,220,'Liceo-Europeo',0,0,0,0,'Cessato','Rinuncia',1,7
1294,1989,30,18,39,87,612,3,2013,3,2013,91,121,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1296,4852,6,6,-1,12,612,3,2013,3,2013,90,195,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1297,1492,15,27,21,63,612,3,2013,3,2013,75,243,'Scientifica',0,0,0,0,'Attivo','Immatricolazione',1,11
1299,3068,15,6,21,42,612,3,2013,3,2013,89,152,'Tecnico',0,0,0,0,'Attivo','Immatricolazione',1,13
1301,1392,18,18,12,48,612,3,2013,3,2013,85,58,'Classica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,5
1302,1554,54,39,60,153,612,3,2013,3,2013,95,52,'Scientifica',2016,111,0,0,'Cessato','Laureato',1,11
1303,3142,48,45,48,141,612,3,2013,3,2013,83,175,'Scientifica',2016,104,0,0,'Cessato','Laureato',1,11
1305,4247,9,-1,-1,9,612,3,2013,3,2013,87,35,'Scientifica',0,0,0,0,'Cessato','Rinuncia',1,11
1306,407,48,51,54,153,612,3,2013,3,2013,89,300,'Scientifica',2016,96,0,0,'Cessato','Laureato',1,11
1307,686,15,9,-1,24,612,3,2013,2,2013,87,15,'Scientifica',0,0,0,0,'Sospeso','Trasferimento-Uscita',1,11
1309,977,54,57,69,180,612,3,2013,3,2013,85,300,'Scientifica',2015,107,0,0,'Cessato','Laureato',0,11
