"Tipo_Maturita, Voto_Diploma, CFU_Primo"
"[""'Classica'"", 90, 1039]"
"[""'Scientifica'"", 93, 1036]"
"[""'Scientifica'"", 77, 1027]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 90, 1039]"
"[""'Scientifica'"", 98, 1024]"
"[""'Scientifica'"", 90, 1048]"
"[""'Scientifica'"", 77, 1027]"
"[""'Scientifica'"", 73, 1018]"
"[""'Scientifica'"", 76, 1027]"
"[""'Scientifica'"", 97, 1036]"
"[""'Scientifica'"", 100, 1027]"
"[""'Scientifica'"", 100, 1024]"
"[""'Scientifica'"", 81, 1036]"
"[""'Scientifica'"", 100, 1015]"
"[""'Scientifica'"", 90, 1033]"
"[""'Scientifica'"", 100, 1033]"
"[""'Scientifica'"", 80, 1033]"
"[""'Scientifica'"", 72, 1033]"
"[""'Scientifica'"", 72, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1033]"
"[""'Scientifica'"", 88, 1027]"
"[""'Scientifica'"", 91, 1027]"
"[""'Scientifica'"", 100, 1030]"
"[""'Scientifica'"", 95, 1024]"
"[""'Tecnico'"", 78, 1030]"
"[""'Scientifica'"", 76, 1021]"
"[""'Scientifica'"", 92, 1039]"
"[""'Scientifica'"", 90, 1021]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 96, 1039]"
"[""'Scientifica'"", 89, 1018]"
"[""'Scientifica'"", 100, 1033]"
"[""'Scientifica'"", 100, 1039]"
"[""'Scientifica'"", 100, 1024]"
"[""'Tecnico'"", 78, 1012]"
"[""'Scientifica'"", 100, 1157]"
"[""'Scientifica'"", 75, 1024]"
"[""'Scientifica'"", 65, 1009]"
"[""'Scientifica'"", 98, 1015]"
"[""'Scientifica'"", 100, 1033]"
"[""'Scientifica'"", 80, 1027]"
"[""'Scientifica'"", 94, 1033]"
"[""'Tecnico'"", 60, 1054]"
"[""'Scientifica'"", 100, 1027]"
"[""'Scientifica'"", 100, 1027]"
"[""'Tecnico'"", 95, 1030]"
"[""'Scientifica'"", 100, 1030]"
"[""'Tecnico'"", 100, 1027]"
"[""'Scientifica'"", 91, 1030]"
"[""'Scientifica'"", 98, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 85, 1027]"
"[""'Tecnico'"", 84, 1009]"
"[""'Classica'"", 100, 1015]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 89, 1033]"
"[""'Tecnico'"", 92, 1015]"
"[""'Scientifica'"", 96, 1024]"
"[""'Tecnico'"", 80, 1018]"
"[""'Classica'"", 94, 1009]"
"[""'Scientifica'"", 60, 1048]"
"[""'Classica'"", 92, 1048]"
"[""'Scientifica'"", 69, 1015]"
"[""'Scientifica'"", 95, 1054]"
"[""'Linguistico'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 77, 1036]"
"[""'Tecnico'"", 98, 1033]"
"[""'Tecnico'"", 94, 1006]"
"[""'Scientifica'"", 68, 1048]"
"[""'Geometra'"", 97, 1006]"
"[""'Scientifica'"", 100, 1042]"
"[""'Classica'"", 90, 1048]"
"[""'Geometra'"", 90, 1018]"
"[""'Scientifica'"", 80, 1036]"
"[""'Liceo-Europeo'"", 72, 1021]"
"[""'Scientifica'"", 83, 1033]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 73, 1030]"
"[""'Scientifica'"", 78, 1006]"
"[""'Geometra'"", 85, 1030]"
"[""'Scientifica'"", 94, 1015]"
"[""'Scientifica'"", 82, 1030]"
"[""'Scientifica'"", 97, 1048]"
"[""'Scientifica'"", 87, 1042]"
"[""'Ragioneria'"", 92, 1054]"
"[""'Liceo-Europeo'"", 100, 1054]"
"[""'Scientifica'"", 83, 1048]"
"[""'Tecnico'"", 77, 1024]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 75, 1036]"
"[""'Scientifica'"", 90, 1048]"
"[""'Classica'"", 94, 1027]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 97, 1036]"
"[""'Tecnico'"", 95, 1006]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 96, 1048]"
"[""'Scientifica'"", 81, 1048]"
"[""'Scientifica'"", 84, 1030]"
"[""'Scientifica'"", 100, 1030]"
"[""'Scientifica'"", 82, 1036]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 64, 1036]"
"[""'Scientifica'"", 73, 1042]"
"[""'Scientifica'"", 90, 1030]"
"[""'Scientifica'"", 75, 1021]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 78, 1024]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 98, 1042]"
"[""'Scientifica'"", 85, 1021]"
"[""'Scientifica'"", 78, 1024]"
"[""'Scientifica'"", 92, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 73, 1042]"
"[""'Scientifica'"", 84, 1036]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 83, 1042]"
"[""'Scientifica'"", 94, 1030]"
"[""'Scientifica'"", 88, 1036]"
"[""'Scientifica'"", 89, 1036]"
"[""'Liceo-Europeo'"", 100, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Liceo-Europeo'"", 75, 1039]"
"[""'Scientifica'"", 70, 1030]"
"[""'Socio-Psico-Pedagogico'"", 92, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Classica'"", 81, 1006]"
"[""'Scientifica'"", 90, 1048]"
"[""'Socio-Psico-Pedagogico'"", 86, 1036]"
"[""'Scientifica'"", 90, 1030]"
"[""'Scientifica'"", 72, 1006]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 68, 1030]"
"[""'Scientifica'"", 60, 1024]"
"[""'Scientifica'"", 91, 1048]"
"[""'Scientifica'"", 90, 1015]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 78, 1042]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 75, 1024]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 86, 1054]"
"[""'Scientifica'"", 88, 1030]"
"[""'Scientifica'"", 84, 1048]"
"[""'Scientifica'"", 88, 1042]"
"[""'Scientifica'"", 85, 1042]"
"[""'Ragioneria'"", 89, 1006]"
"[""'Scientifica'"", 94, 1036]"
"[""'Classica'"", 91, 1042]"
"[""'Scientifica'"", 87, 1042]"
"[""'Scientifica'"", 68, 1036]"
"[""'Scientifica'"", 96, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Classica'"", 78, 1048]"
"[""'Scientifica'"", 76, 1030]"
"[""'Classica'"", 95, 1021]"
"[""'Classica'"", 78, 1006]"
"[""'Scientifica'"", 100, 1042]"
"[""'Linguistico'"", 93, 1048]"
"[""'Scientifica'"", 100, 1024]"
"[""'Scientifica'"", 40, 1030]"
"[""'Scientifica'"", 70, 1024]"
"[""'Scientifica'"", 72, 1012]"
"[""'Scientifica'"", 85, 1042]"
"[""'Scientifica'"", 95, 1054]"
"[""'Geometra'"", 81, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 86, 1036]"
"[""'Classica'"", 97, 1042]"
"[""'Scientifica'"", 78, 1042]"
"[""'Scientifica'"", 78, 1036]"
"[""'Liceo-Europeo'"", 73, 1015]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 85, 1027]"
"[""'Socio-Psico-Pedagogico'"", 98, 1048]"
"[""'Scientifica'"", 64, 1015]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 80, 1042]"
"[""'Scientifica'"", 97, 1048]"
"[""'Scientifica'"", 86, 1033]"
"[""'Scientifica'"", 76, 1006]"
"[""'Scientifica'"", 65, 1006]"
"[""'Scientifica'"", 94, 1042]"
"[""'Scientifica'"", 80, 1024]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 84, 1033]"
"[""'Scientifica'"", 97, 1054]"
"[""'Liceo-Europeo'"", 100, 1042]"
"[""'Scientifica'"", 93, 1012]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1027]"
"[""'Scientifica'"", 92, 1036]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1030]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 77, 1006]"
"[""'Classica'"", 81, 1042]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 90, 1048]"
"[""'Scientifica'"", 81, 1030]"
"[""'Classica'"", 76, 1006]"
"[""'Liceo-Europeo'"", 83, 1042]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 75, 1024]"
"[""'Liceo-Europeo'"", 93, 1021]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 100, 1033]"
"[""'Tecnico'"", 88, 1006]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 82, 1027]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 84, 1048]"
"[""'Liceo-Europeo'"", 75, 1033]"
"[""'Scientifica'"", 93, 1042]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 68, 1042]"
"[""'Scientifica'"", 77, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 92, 1042]"
"[""'Classica'"", 78, 1042]"
"[""'Classica'"", 87, 1033]"
"[""'Scientifica'"", 85, 1036]"
"[""'Scientifica'"", 70, 1033]"
"[""'Scientifica'"", 88, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 65, 1027]"
"[""'Scientifica'"", 76, 1033]"
"[""'Classica'"", 96, 1048]"
"[""'Scientifica'"", 77, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Liceo-Europeo'"", 95, 1048]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Ragioneria'"", 88, 1033]"
"[""'Scientifica'"", 80, 1033]"
"[""'Scientifica'"", 96, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 96, 1048]"
"[""'Scientifica'"", 72, 1015]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 96, 1027]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 90, 1027]"
"[""'Scientifica'"", 100, 1048]"
"[""'Socio-Psico-Pedagogico'"", 98, 1048]"
"[""'Tecnico'"", 83, 1021]"
"[""'Scientifica'"", 65, 1030]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 80, 1015]"
"[""'Scientifica'"", 100, 1048]"
"[""'Liceo-Europeo'"", 87, 1006]"
"[""'Scientifica'"", 94, 1021]"
"[""'Scientifica'"", 83, 1042]"
"[""'Scientifica'"", 80, 1033]"
"[""'Scientifica'"", 99, 1033]"
"[""'Scientifica'"", 70, 1021]"
"[""'Scientifica'"", 100, 1048]"
"[""'Classica'"", 89, 1021]"
"[""'Tecnico'"", 92, 1051]"
"[""'Scientifica'"", 88, 1048]"
"[""'Tecnico'"", 66, 1015]"
"[""'Scientifica'"", 94, 1042]"
"[""'Scientifica'"", 97, 1048]"
"[""'Classica'"", 96, 1027]"
"[""'Scientifica'"", 100, 1054]"
"[""'Tecnico'"", 100, 1021]"
"[""'Scientifica'"", 83, 1042]"
"[""'Scientifica'"", 95, 1018]"
"[""'Geometra'"", 72, 1042]"
"[""'Classica'"", 80, 1033]"
"[""'Scientifica'"", 60, 1006]"
"[""'Scientifica'"", 100, 1015]"
"[""'Scientifica'"", 76, 1033]"
"[""'Liceo-Europeo'"", 72, 1006]"
"[""'Scientifica'"", 85, 1048]"
"[""'Scientifica'"", 70, 1024]"
"[""'Scientifica'"", 83, 1027]"
"[""'Scientifica'"", 74, 1033]"
"[""'Tecnico'"", 92, 1024]"
"[""'Ragioneria'"", 77, 1012]"
"[""'Scientifica'"", 94, 1060]"
"[""'Scientifica'"", 74, 1018]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 96, 1042]"
"[""'Tecnico'"", 100, 1054]"
"[""'Liceo-Europeo'"", 95, 1054]"
"[""'Tecnico'"", 82, 1021]"
"[""'Scientifica'"", 92, 1048]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 98, 1048]"
"[""'Artistico'"", 100, 1042]"
"[""'Artistico'"", 100, 1042]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 90, 1048]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 94, 1054]"
"[""'Tecnico'"", 81, 1042]"
"[""'Liceo-Europeo'"", 87, 1042]"
"[""'Scientifica'"", 70, 1042]"
"[""'Geometra'"", 100, 1039]"
"[""'Scientifica'"", 87, 1048]"
"[""'Scientifica'"", 100, 1030]"
"[""'Scientifica'"", 96, 1054]"
"[""'Classica'"", 90, 1042]"
"[""'Scientifica'"", 89, 1042]"
"[""'Scientifica'"", 78, 1036]"
"[""'Tecnico'"", 72, 1018]"
"[""'Tecnico'"", 99, 1042]"
"[""'Liceo-Europeo'"", 100, 1054]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Tecnico'"", 70, 1027]"
"[""'Classica'"", 95, 1033]"
"[""'Scientifica'"", 98, 1015]"
"[""'Classica'"", 73, 1039]"
"[""'Scientifica'"", 80, 1048]"
"[""'Classica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 95, 1036]"
"[""'Scientifica'"", 100, 1054]"
"[""'Tecnico'"", 80, 1012]"
"[""'Scientifica'"", 80, 1042]"
"[""'Scientifica'"", 97, 1042]"
"[""'Classica'"", 80, 1015]"
"[""'Scientifica'"", 86, 1033]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 72, 1030]"
"[""'Tecnico'"", 87, 1042]"
"[""'Scientifica'"", 73, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Classica'"", 100, 1048]"
"[""'Scientifica'"", 83, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Liceo-Europeo'"", 100, 1054]"
"[""'Scientifica'"", 73, 1042]"
"[""'Scientifica'"", 75, 1048]"
"[""'Classica'"", 90, 1006]"
"[""'Scientifica'"", 90, 1030]"
"[""'Scientifica'"", 85, 1033]"
"[""'Tecnico'"", 85, 1042]"
"[""'Liceo-Europeo'"", 73, 1006]"
"[""'Liceo-Europeo'"", 72, 1033]"
"[""'Scientifica'"", 86, 1036]"
"[""'Scientifica'"", 78, 1012]"
"[""'Scientifica'"", 63, 1009]"
"[""'Socio-Psico-Pedagogico'"", 100, 1042]"
"[""'Scientifica'"", 83, 1006]"
"[""'Scientifica'"", 74, 1021]"
"[""'Scientifica'"", 75, 1030]"
"[""'Liceo-Europeo'"", 70, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 98, 1054]"
"[""'Liceo-Europeo'"", 100, 1036]"
"[""'Linguistico'"", 70, 1048]"
"[""'Liceo-Europeo'"", 78, 1036]"
"[""'Liceo-Europeo'"", 85, 1048]"
"[""'Tecnico'"", 100, 1054]"
"[""'Scientifica'"", 100, 1036]"
"[""'Scientifica'"", 92, 1042]"
"[""'Scientifica'"", 100, 1036]"
"[""'Scientifica'"", 68, 1021]"
"[""'Scientifica'"", 80, 1048]"
"[""'Scientifica'"", 74, 1042]"
"[""'Classica'"", 100, 1054]"
"[""'Scientifica'"", 74, 1021]"
"[""'Classica'"", 77, 1027]"
"[""'Scientifica'"", 60, 1033]"
"[""'Scientifica'"", 84, 1054]"
"[""'Scientifica'"", 89, 1042]"
"[""'Tecnico'"", 100, 1021]"
"[""'Agrario'"", 100, 1048]"
"[""'Scientifica'"", 64, 1054]"
"[""'Classica'"", 98, 1015]"
"[""'Scientifica'"", 82, 1042]"
"[""'Liceo-Europeo'"", 98, 1048]"
"[""'Scientifica'"", 97, 1036]"
"[""'Tecnico'"", 86, 1042]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 95, 1024]"
"[""'Scientifica'"", 95, 1042]"
"[""'Scientifica'"", 87, 1042]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 94, 1030]"
"[""'Scientifica'"", 100, 1036]"
"[""'Classica'"", 80, 1042]"
"[""'Scientifica'"", 80, 1036]"
"[""'Scientifica'"", 72, 1042]"
"[""'Scientifica'"", 60, 1021]"
"[""'Scientifica'"", 94, 1048]"
"[""'Scientifica'"", 65, 1033]"
"[""'Scientifica'"", 94, 1024]"
"[""'Scientifica'"", 94, 1024]"
"[""'Tecnico'"", 95, 1042]"
"[""'Linguistico'"", 80, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 68, 1012]"
"[""'Scientifica'"", 60, 1021]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 84, 1015]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 65, 1021]"
"[""'Scientifica'"", 77, 1024]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 91, 1042]"
"[""'Scientifica'"", 60, 1033]"
"[""'Classica'"", 82, 1024]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 77, 1054]"
"[""'Scientifica'"", 86, 1054]"
"[""'Liceo-Europeo'"", 63, 1009]"
"[""'Scientifica'"", 72, 1042]"
"[""'Scientifica'"", 87, 1036]"
"[""'Scientifica'"", 92, 1036]"
"[""'Liceo-Europeo'"", 72, 1036]"
"[""'Classica'"", 83, 1042]"
"[""'Scientifica'"", 90, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Ragioneria'"", 88, 1033]"
"[""'Geometra'"", 80, 1006]"
"[""'Scientifica'"", 97, 1048]"
"[""'Scientifica'"", 68, 1042]"
"[""'Scientifica'"", 84, 1048]"
"[""'Scientifica'"", 83, 1033]"
"[""'Scientifica'"", 82, 1030]"
"[""'Geometra'"", 76, 1009]"
"[""'Scientifica'"", 70, 1009]"
"[""'Scientifica'"", 93, 1021]"
"[""'Scientifica'"", 91, 1054]"
"[""'Scientifica'"", 82, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 96, 1012]"
"[""'Scientifica'"", 64, 1048]"
"[""'Scientifica'"", 90, 1048]"
"[""'Geometra'"", 86, 1036]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 100, 1021]"
"[""'Scientifica'"", 100, 1054]"
"[""'Socio-Psico-Pedagogico'"", 100, 1048]"
"[""'Classica'"", 84, 1021]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 70, 1021]"
"[""'Liceo-Europeo'"", 79, 1042]"
"[""'Tecnico'"", 76, 1042]"
"[""'Scientifica'"", 68, 1012]"
"[""'Scientifica'"", 70, 1048]"
"[""'Scientifica'"", 78, 1036]"
"[""'Liceo-Europeo'"", 100, 1054]"
"[""'Scientifica'"", 94, 1021]"
"[""'Scientifica'"", 67, 1015]"
"[""'Scientifica'"", 80, 1024]"
"[""'Tecnico'"", 88, 1042]"
"[""'Liceo-Europeo'"", 88, 1054]"
"[""'Linguistico'"", 98, 1054]"
"[""'Scientifica'"", 88, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 94, 1033]"
"[""'Alberghiere'"", 100, 1006]"
"[""'Scientifica'"", 77, 1033]"
"[""'Scientifica'"", 96, 1021]"
"[""'Scientifica'"", 82, 1048]"
"[""'Scientifica'"", 93, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 89, 1054]"
"[""'Classica'"", 100, 1042]"
"[""'Classica'"", 85, 1048]"
"[""'Liceo-Europeo'"", 100, 1054]"
"[""'Tecnico'"", 94, 1015]"
"[""'Scientifica'"", 97, 1006]"
"[""'Scientifica'"", 97, 1054]"
"[""'Scientifica'"", 79, 1042]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 76, 1006]"
"[""'Scientifica'"", 82, 1033]"
"[""'Scientifica'"", 80, 1048]"
"[""'Scientifica'"", 72, 1039]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 71, 1021]"
"[""'Scientifica'"", 84, 1021]"
"[""'Classica'"", 80, 1024]"
"[""'Scientifica'"", 70, 1033]"
"[""'Scientifica'"", 72, 1009]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 97, 1054]"
"[""'Scientifica'"", 90, 1039]"
"[""'Scientifica'"", 96, 1054]"
"[""'Scientifica'"", 73, 1048]"
"[""'Classica'"", 90, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Tecnico'"", 90, 1042]"
"[""'Tecnico'"", 96, 1012]"
"[""'Scientifica'"", 100, 1048]"
"[""'Tecnico'"", 100, 1054]"
"[""'Liceo-Europeo'"", 78, 1021]"
"[""'Scientifica'"", 92, 1054]"
"[""'Scientifica'"", 91, 1048]"
"[""'Tecnico'"", 100, 1054]"
"[""'Scientifica'"", 82, 1048]"
"[""'Scientifica'"", 87, 1018]"
"[""'Scientifica'"", 97, 1048]"
"[""'Scientifica'"", 88, 1042]"
"[""'Tecnico'"", 90, 1021]"
"[""'Scientifica'"", 95, 1012]"
"[""'Scientifica'"", 86, 1024]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 84, 1042]"
"[""'Scientifica'"", 60, 1012]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1021]"
"[""'Scientifica'"", 93, 1030]"
"[""'Scientifica'"", 68, 1030]"
"[""'Liceo-Europeo'"", 70, 1024]"
"[""'Scientifica'"", 70, 1012]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 97, 1048]"
"[""'Scientifica'"", 90, 1048]"
"[""'Nautico'"", 90, 1027]"
"[""'Classica'"", 74, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Geometra'"", 100, 1054]"
"[""'Liceo-Europeo'"", 87, 1042]"
"[""'Scientifica'"", 90, 1054]"
"[""'Liceo-Europeo'"", 78, 1054]"
"[""'Scientifica'"", 75, 1033]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 95, 1042]"
"[""'Classica'"", 88, 1033]"
"[""'Scientifica'"", 80, 1036]"
"[""'Scientifica'"", 70, 1012]"
"[""'Scientifica'"", 82, 1039]"
"[""'Scientifica'"", 68, 1027]"
"[""'Scientifica'"", 82, 1030]"
"[""'Tecnico'"", 92, 1006]"
"[""'Scientifica'"", 88, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 82, 1036]"
"[""'Classica'"", 100, 1054]"
"[""'Socio-Psico-Pedagogico'"", 83, 1012]"
"[""'Scientifica'"", 89, 1042]"
"[""'Scientifica'"", 77, 1048]"
"[""'Scientifica'"", 76, 1054]"
"[""'Tecnico'"", 97, 1006]"
"[""'Scientifica'"", 82, 1048]"
"[""'Ragioneria'"", 96, 1033]"
"[""'Liceo-Europeo'"", 96, 1042]"
"[""'Scientifica'"", 92, 1042]"
"[""'Classica'"", 88, 1048]"
"[""'Scientifica'"", 78, 1024]"
"[""'Geometra'"", 63, 1015]"
"[""'Scientifica'"", 84, 1048]"
"[""'Scientifica'"", 87, 1039]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 91, 1042]"
"[""'Classica'"", 94, 1042]"
"[""'Scientifica'"", 100, 1030]"
"[""'Scientifica'"", 82, 1015]"
"[""'Classica'"", 100, 1054]"
"[""'Scientifica'"", 93, 1048]"
"[""'Liceo-Europeo'"", 97, 1054]"
"[""'Scientifica'"", 85, 1048]"
"[""'Scientifica'"", 77, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 93, 1054]"
"[""'Scientifica'"", 78, 1021]"
"[""'Scientifica'"", 74, 1006]"
"[""'Scientifica'"", 78, 1039]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 83, 1039]"
"[""'Scientifica'"", 80, 1042]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 82, 1054]"
"[""'Classica'"", 81, 1048]"
"[""'Classica'"", 96, 1042]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 75, 1042]"
"[""'Scientifica'"", 78, 1054]"
"[""'Scientifica'"", 98, 1036]"
"[""'Scientifica'"", 81, 1042]"
"[""'Scientifica'"", 100, 1021]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 83, 1054]"
"[""'Scientifica'"", 83, 1054]"
"[""'Scientifica'"", 66, 1048]"
"[""'Classica'"", 86, 1042]"
"[""'Scientifica'"", 90, 1030]"
"[""'Classica'"", 100, 1048]"
"[""'Scientifica'"", 77, 1024]"
"[""'Liceo-Europeo'"", 82, 1054]"
"[""'Scientifica'"", 85, 1042]"
"[""'Tecnico'"", 81, 1021]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 72, 1042]"
"[""'Classica'"", 96, 1033]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 82, 1048]"
"[""'Linguistico'"", 86, 1048]"
"[""'Scientifica'"", 75, 1006]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 95, 1021]"
"[""'Classica'"", 98, 1024]"
"[""'Scientifica'"", 96, 1006]"
"[""'Tecnico'"", 73, 1006]"
"[""'Scientifica'"", 96, 1053]"
"[""'Scientifica'"", 85, 1032]"
"[""'Scientifica'"", 85, 1011]"
"[""'Scientifica'"", 89, 1053]"
"[""'Tecnico'"", 90, 1023]"
"[""'Scientifica'"", 85, 1041]"
"[""'Scientifica'"", 87, 1053]"
"[""'Scientifica'"", 94, 1053]"
"[""'Classica'"", 92, 1047]"
"[""'Scientifica'"", 90, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 97, 1053]"
"[""'Scientifica'"", 68, 1039]"
"[""'Scientifica'"", 69, 1033]"
"[""'Scientifica'"", 97, 1053]"
"[""'Tecnico'"", 82, 1047]"
"[""'Classica'"", 77, 1035]"
"[""'Tecnico'"", 95, 1041]"
"[""'Classica'"", 87, 1053]"
"[""'Tecnico'"", 100, 1053]"
"[""'Scientifica'"", 73, 1047]"
"[""'Scientifica'"", 80, 1053]"
"[""'Scientifica'"", 78, 1044]"
"[""'Scientifica'"", 84, 1041]"
"[""'Scientifica'"", 100, 1053]"
"[""'Tecnico'"", 65, 1011]"
"[""'Scientifica'"", 73, 1041]"
"[""'Scientifica'"", 80, 1047]"
"[""'Scientifica'"", 90, 1047]"
