"Tipo_Maturita, Voto_Diploma, CFU_Primo"
"[""'Scientifica'"", 69, 1042]"
"[""'Geometra'"", 80, 1033]"
"[""'Tecnico'"", 75, 1021]"
"[""'Scientifica'"", 75, 1048]"
"[""'Scientifica'"", 75, 1015]"
"[""'Scientifica'"", 78, 1009]"
"[""'Scientifica'"", 81, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 95, 1042]"
"[""'Liceo-Europeo'"", 71, 1030]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 88, 1018]"
"[""'Scientifica'"", 70, 1024]"
"[""'Liceo-Europeo'"", 71, 1009]"
"[""'Scientifica'"", 96, 1030]"
"[""'Scientifica'"", 88, 1042]"
"[""'Scientifica'"", 90, 1009]"
"[""'Liceo-Europeo'"", 84, 1015]"
"[""'Scientifica'"", 91, 1030]"
"[""'Scientifica'"", 90, 1006]"
"[""'Scientifica'"", 75, 1015]"
"[""'Tecnico'"", 89, 1015]"
"[""'Classica'"", 85, 1018]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 83, 1048]"
"[""'Scientifica'"", 87, 1009]"
"[""'Scientifica'"", 89, 1048]"
"[""'Scientifica'"", 87, 1015]"
"[""'Scientifica'"", 85, 1054]"
"[""'Scientifica'"", 70, 1030]"
"[""'Scientifica'"", 84, 1021]"
"[""'Scientifica'"", 88, 1006]"
"[""'Scientifica'"", 80, 1030]"
"[""'Scientifica'"", 80, 1015]"
"[""'Scientifica'"", 87, 1033]"
"[""'Scientifica'"", 92, 1048]"
"[""'Classica'"", 92, 1048]"
"[""'Scientifica'"", 77, 1015]"
"[""'Scientifica'"", 84, 1024]"
"[""'Classica'"", 94, 1015]"
"[""'Scientifica'"", 74, 1036]"
"[""'Liceo-Europeo'"", 75, 1006]"
"[""'Scientifica'"", 72, 1009]"
"[""'Scientifica'"", 87, 1036]"
"[""'Classica'"", 80, 1015]"
"[""'Scientifica'"", 83, 1015]"
"[""'Socio-Psico-Pedagogico'"", 61, 1030]"
"[""'Scientifica'"", 64, 1009]"
"[""'Scientifica'"", 76, 1009]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 97, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Classica'"", 81, 1009]"
"[""'Scientifica'"", 90, 1036]"
"[""'Scientifica'"", 87, 1036]"
"[""'Scientifica'"", 63, 1015]"
"[""'Tecnico'"", 90, 1054]"
"[""'Geometra'"", 95, 1036]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 65, 1021]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 85, 1048]"
"[""'Scientifica'"", 96, 1054]"
"[""'Scientifica'"", 97, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 68, 1021]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 85, 1024]"
"[""'Scientifica'"", 93, 1006]"
"[""'Classica'"", 66, 1015]"
"[""'Scientifica'"", 97, 1024]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 91, 1048]"
"[""'Classica'"", 78, 1036]"
"[""'Scientifica'"", 94, 1042]"
"[""'Scientifica'"", 65, 1006]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 83, 1030]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1030]"
"[""'Scientifica'"", 84, 1054]"
"[""'Scientifica'"", 82, 1036]"
"[""'Scientifica'"", 100, 1042]"
"[""'Tecnico'"", 88, 1015]"
"[""'Scientifica'"", 93, 1030]"
"[""'Socio-Psico-Pedagogico'"", 62, 1006]"
"[""'Scientifica'"", 64, 1036]"
"[""'Scientifica'"", 64, 1009]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 86, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 97, 1048]"
"[""'Scientifica'"", 89, 1015]"
"[""'Scientifica'"", 70, 1015]"
"[""'Scientifica'"", 68, 1042]"
"[""'Scientifica'"", 90, 1009]"
"[""'Scientifica'"", 78, 1036]"
"[""'Scientifica'"", 90, 1048]"
"[""'Liceo-Europeo'"", 100, 1054]"
"[""'Scientifica'"", 91, 1042]"
"[""'Scientifica'"", 75, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 73, 1042]"
"[""'Scientifica'"", 86, 1033]"
"[""'Scientifica'"", 93, 1042]"
"[""'Scientifica'"", 87, 1024]"
"[""'Tecnico'"", 85, 1033]"
"[""'Scientifica'"", 100, 1024]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 72, 1015]"
"[""'Scientifica'"", 87, 1015]"
"[""'Tecnico'"", 89, 1036]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1042]"
"[""'Scientifica'"", 79, 1036]"
"[""'Geometra'"", 86, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 94, 1015]"
"[""'Scientifica'"", 100, 1036]"
"[""'Scientifica'"", 83, 1036]"
"[""'Scientifica'"", 79, 1024]"
"[""'Scientifica'"", 82, 1021]"
"[""'Geometra'"", 64, 1036]"
"[""'Tecnico'"", 74, 1009]"
"[""'Classica'"", 96, 1024]"
"[""'Scientifica'"", 67, 1042]"
"[""'Scientifica'"", 88, 1027]"
"[""'Classica'"", 96, 1027]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Geometra'"", 96, 1036]"
"[""'Classica'"", 96, 1048]"
"[""'Tecnico'"", 81, 1015]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 79, 1015]"
"[""'Scientifica'"", 84, 1024]"
"[""'Scientifica'"", 96, 1030]"
"[""'Tecnico'"", 89, 1027]"
"[""'Scientifica'"", 68, 1030]"
"[""'Tecnico'"", 98, 1018]"
"[""'Tecnico'"", 72, 1027]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 94, 1036]"
"[""'Scientifica'"", 88, 1015]"
"[""'Geometra'"", 98, 1042]"
"[""'Scientifica'"", 93, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 84, 1036]"
"[""'Scientifica'"", 62, 1021]"
"[""'Tecnico'"", 90, 1006]"
"[""'Scientifica'"", 75, 1012]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 87, 1042]"
"[""'Tecnico'"", 100, 1030]"
"[""'Scientifica'"", 84, 1048]"
"[""'Scientifica'"", 81, 1015]"
"[""'Liceo-Europeo'"", 85, 1024]"
"[""'Tecnico'"", 92, 1036]"
"[""'Tecnico'"", 86, 1027]"
"[""'Scientifica'"", 86, 1048]"
"[""'Tecnico'"", 80, 1006]"
"[""'Scientifica'"", 62, 1015]"
"[""'Geometra'"", 65, 1027]"
"[""'Scientifica'"", 77, 1036]"
"[""'Tecnico'"", 74, 1042]"
"[""'Scientifica'"", 68, 1036]"
"[""'Scientifica'"", 95, 1009]"
"[""'Classica'"", 100, 1042]"
"[""'Geometra'"", 96, 1048]"
"[""'Scientifica'"", 63, 1015]"
"[""'Scientifica'"", 94, 1042]"
"[""'Scientifica'"", 86, 1021]"
"[""'Scientifica'"", 84, 1042]"
"[""'Scientifica'"", 91, 1042]"
"[""'Classica'"", 100, 1054]"
"[""'Classica'"", 83, 1030]"
"[""'Scientifica'"", 78, 1048]"
"[""'Classica'"", 78, 1024]"
"[""'Scientifica'"", 89, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Classica'"", 65, 1036]"
"[""'Scientifica'"", 68, 1030]"
"[""'Classica'"", 81, 1036]"
"[""'Scientifica'"", 74, 1042]"
"[""'Scientifica'"", 86, 1030]"
"[""'Tecnico'"", 86, 1036]"
"[""'Scientifica'"", 100, 1063]"
"[""'Tecnico'"", 100, 1042]"
"[""'Scientifica'"", 82, 1018]"
"[""'Scientifica'"", 100, 1048]"
"[""'Tecnico'"", 75, 1009]"
"[""'Scientifica'"", 90, 1036]"
"[""'Scientifica'"", 80, 1024]"
"[""'Scientifica'"", 100, 1030]"
"[""'Nautico'"", 73, 1006]"
"[""'Scientifica'"", 96, 1036]"
"[""'Geometra'"", 67, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Tecnico'"", 70, 1009]"
"[""'Scientifica'"", 64, 1015]"
"[""'Scientifica'"", 82, 1048]"
"[""'Scientifica'"", 80, 1042]"
"[""'Liceo-Europeo'"", 60, 1024]"
"[""'Scientifica'"", 70, 1021]"
"[""'Tecnico'"", 83, 1036]"
"[""'Scientifica'"", 65, 1036]"
"[""'Scientifica'"", 85, 1042]"
"[""'Tecnico'"", 87, 1048]"
"[""'Tecnico'"", 76, 1042]"
"[""'Geometra'"", 48, 1021]"
"[""'Scientifica'"", 97, 1009]"
"[""'Scientifica'"", 72, 1021]"
"[""'Linguistico'"", 69, 1006]"
"[""'Scientifica'"", 97, 1036]"
"[""'Tecnico'"", 80, 1030]"
"[""'Scientifica'"", 84, 1018]"
"[""'Tecnico'"", 78, 1021]"
"[""'Scientifica'"", 73, 1009]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1036]"
"[""'Socio-Psico-Pedagogico'"", 89, 1054]"
"[""'Scientifica'"", 80, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 91, 1033]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Liceo-Europeo'"", 95, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 78, 1042]"
"[""'Scientifica'"", 75, 1009]"
"[""'Scientifica'"", 83, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 82, 1048]"
"[""'Scientifica'"", 89, 1054]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 88, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 68, 1033]"
"[""'Liceo-Europeo'"", 100, 1042]"
"[""'Scientifica'"", 86, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 90, 1036]"
"[""'Scientifica'"", 74, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 85, 1009]"
"[""'Scientifica'"", 100, 1054]"
"[""'Liceo-Europeo'"", 93, 1042]"
"[""'Scientifica'"", 87, 1054]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 94, 1048]"
"[""'Scientifica'"", 65, 1048]"
"[""'Classica'"", 93, 1054]"
"[""'Classica'"", 83, 1054]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 70, 1054]"
"[""'Scientifica'"", 67, 1030]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Classica'"", 80, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 68, 1048]"
"[""'Scientifica'"", 96, 1054]"
"[""'Scientifica'"", 64, 1009]"
"[""'Scientifica'"", 70, 1030]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 98, 1015]"
"[""'Scientifica'"", 100, 1054]"
"[""'Tecnico'"", 95, 1042]"
"[""'Scientifica'"", 74, 1006]"
"[""'Liceo-Europeo'"", 86, 1036]"
"[""'Scientifica'"", 66, 1018]"
"[""'Scientifica'"", 80, 1036]"
"[""'Scientifica'"", 95, 1048]"
"[""'Scientifica'"", 77, 1006]"
"[""'Geometra'"", 92, 1036]"
"[""'Tecnico'"", 100, 1054]"
"[""'Classica'"", 91, 1054]"
"[""'Scientifica'"", 86, 1030]"
"[""'Scientifica'"", 82, 1036]"
"[""'Scientifica'"", 76, 1042]"
"[""'Scientifica'"", 100, 1036]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 78, 1054]"
"[""'Tecnico'"", 80, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Classica'"", 100, 1048]"
"[""'Scientifica'"", 82, 1048]"
"[""'Scientifica'"", 77, 1015]"
"[""'Liceo-Europeo'"", 90, 1054]"
"[""'Scientifica'"", 60, 1054]"
"[""'Scientifica'"", 100, 1021]"
"[""'Scientifica'"", 80, 1036]"
"[""'Classica'"", 85, 1048]"
"[""'Scientifica'"", 88, 1054]"
"[""'Classica'"", 85, 1033]"
"[""'Scientifica'"", 79, 1042]"
"[""'Classica'"", 96, 1042]"
"[""'Scientifica'"", 80, 1030]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 95, 1057]"
"[""'Scientifica'"", 78, 1048]"
"[""'Classica'"", 100, 1015]"
"[""'Tecnico'"", 100, 1030]"
"[""'Tecnico'"", 83, 1036]"
"[""'Scientifica'"", 91, 1048]"
"[""'Tecnico'"", 98, 1048]"
"[""'Scientifica'"", 88, 1024]"
"[""'Scientifica'"", 90, 1048]"
"[""'Scientifica'"", 66, 1015]"
"[""'Scientifica'"", 91, 1027]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1036]"
"[""'Scientifica'"", 68, 1009]"
"[""'Scientifica'"", 80, 1036]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 83, 1036]"
"[""'Scientifica'"", 80, 1036]"
"[""'Tecnico'"", 98, 1054]"
"[""'Tecnico'"", 75, 1006]"
"[""'Scientifica'"", 83, 1036]"
"[""'Tecnico'"", 100, 1048]"
"[""'Scientifica'"", 66, 1024]"
"[""'Scientifica'"", 96, 1042]"
"[""'Tecnico'"", 80, 1030]"
"[""'Scientifica'"", 76, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1015]"
"[""'Scientifica'"", 80, 1048]"
"[""'Scientifica'"", 80, 1036]"
"[""'Tecnico'"", 85, 1036]"
"[""'Geometra'"", 60, 1009]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 70, 1030]"
"[""'Scientifica'"", 98, 1042]"
"[""'Scientifica'"", 73, 1009]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 65, 1036]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 87, 1054]"
"[""'Tecnico'"", 95, 1048]"
"[""'Scientifica'"", 84, 1030]"
"[""'Scientifica'"", 76, 1042]"
"[""'Scientifica'"", 83, 1009]"
"[""'Geometra'"", 67, 1030]"
"[""'Ragioneria'"", 85, 1054]"
"[""'Scientifica'"", 80, 1048]"
"[""'Tecnico'"", 100, 1015]"
"[""'Scientifica'"", 87, 1021]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 93, 1042]"
"[""'Geometra'"", 80, 1027]"
"[""'Scientifica'"", 87, 1048]"
"[""'Scientifica'"", 84, 1024]"
"[""'Scientifica'"", 100, 1042]"
"[""'Classica'"", 100, 1042]"
"[""'Liceo-Europeo'"", 96, 1036]"
"[""'Scientifica'"", 94, 1048]"
"[""'Liceo-Europeo'"", 72, 1030]"
"[""'Scientifica'"", 65, 1012]"
"[""'Scientifica'"", 70, 1018]"
"[""'Scientifica'"", 77, 1042]"
"[""'Tecnico'"", 95, 1036]"
"[""'Scientifica'"", 70, 1009]"
"[""'Tecnico'"", 86, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 90, 1042]"
"[""'Scientifica'"", 96, 1042]"
"[""'Scientifica'"", 66, 1015]"
"[""'Scientifica'"", 85, 1048]"
"[""'Tecnico'"", 94, 1054]"
"[""'Scientifica'"", 96, 1048]"
"[""'Scientifica'"", 95, 1036]"
"[""'Scientifica'"", 94, 1048]"
"[""'Scientifica'"", 100, 1036]"
"[""'Classica'"", 100, 1036]"
"[""'Scientifica'"", 86, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 85, 1042]"
"[""'Scientifica'"", 88, 1054]"
"[""'Tecnico'"", 91, 1033]"
"[""'Tecnico'"", 75, 1036]"
"[""'Scientifica'"", 100, 1042]"
"[""'Geometra'"", 95, 1048]"
"[""'Liceo-Europeo'"", 100, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Liceo-Europeo'"", 88, 1009]"
"[""'Tecnico'"", 75, 1048]"
"[""'Scientifica'"", 68, 1042]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 75, 1030]"
"[""'Scientifica'"", 75, 1036]"
"[""'Scientifica'"", 82, 1048]"
"[""'Scientifica'"", 91, 1042]"
"[""'Scientifica'"", 85, 1024]"
"[""'Tecnico'"", 94, 1042]"
"[""'Scientifica'"", 88, 1057]"
"[""'Scientifica'"", 98, 1024]"
"[""'Scientifica'"", 75, 1018]"
"[""'Scientifica'"", 90, 1036]"
"[""'Classica'"", 80, 1018]"
"[""'Scientifica'"", 73, 1030]"
"[""'Scientifica'"", 82, 1006]"
"[""'Linguistico'"", 72, 1033]"
"[""'Scientifica'"", 67, 1105]"
"[""'Scientifica'"", 83, 1054]"
"[""'Scientifica'"", 89, 1036]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 98, 1042]"
"[""'Scientifica'"", 80, 1009]"
"[""'Scientifica'"", 75, 1048]"
"[""'Alberghiere'"", 86, 1042]"
"[""'Scientifica'"", 97, 1054]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 60, 1042]"
"[""'Liceo-Europeo'"", 70, 1021]"
"[""'Tecnico'"", 100, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1042]"
"[""'Tecnico'"", 94, 1054]"
"[""'Scientifica'"", 63, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 97, 1042]"
"[""'Scientifica'"", 82, 1054]"
"[""'Liceo-Europeo'"", 88, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Geometra'"", 95, 1054]"
"[""'Scientifica'"", 98, 1054]"
"[""'Liceo-Europeo'"", 100, 1006]"
"[""'Scientifica'"", 86, 1054]"
"[""'Tecnico'"", 80, 1033]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 91, 1021]"
"[""'Geometra'"", 94, 1054]"
"[""'Scientifica'"", 97, 1054]"
"[""'Scientifica'"", 92, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 80, 1039]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 90, 1054]"
"[""'Tecnico'"", 72, 1018]"
"[""'Liceo-Europeo'"", 73, 1042]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 98, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 95, 1054]"
"[""'Liceo-Europeo'"", 88, 1054]"
"[""'Scientifica'"", 98, 1054]"
"[""'Scientifica'"", 98, 1039]"
"[""'Scientifica'"", 87, 1054]"
"[""'Scientifica'"", 83, 1042]"
"[""'Scientifica'"", 80, 1048]"
"[""'Liceo-Europeo'"", 72, 1054]"
"[""'Scientifica'"", 77, 1048]"
"[""'Classica'"", 100, 1048]"
"[""'Scientifica'"", 86, 1054]"
"[""'Scientifica'"", 94, 1039]"
"[""'Scientifica'"", 80, 1024]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 97, 1054]"
"[""'Scientifica'"", 81, 1054]"
"[""'Scientifica'"", 82, 1015]"
"[""'Scientifica'"", 93, 1054]"
"[""'Scientifica'"", 71, 1018]"
"[""'Scientifica'"", 74, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Classica'"", 100, 1054]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 83, 1054]"
"[""'Scientifica'"", 98, 1054]"
"[""'Scientifica'"", 86, 1021]"
"[""'Scientifica'"", 100, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 64, 1042]"
"[""'Geometra'"", 95, 1054]"
"[""'Scientifica'"", 85, 1006]"
"[""'Scientifica'"", 87, 1021]"
"[""'Scientifica'"", 84, 1048]"
"[""'Geometra'"", 88, 1042]"
"[""'Scientifica'"", 81, 1054]"
"[""'Scientifica'"", 90, 1042]"
"[""'Liceo-Europeo'"", 84, 1024]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Tecnico'"", 91, 1030]"
"[""'Geometra'"", 83, 1027]"
"[""'Tecnico'"", 74, 1054]"
"[""'Tecnico'"", 100, 1039]"
"[""'Scientifica'"", 92, 1054]"
"[""'Tecnico'"", 79, 1015]"
"[""'Scientifica'"", 67, 1006]"
"[""'Tecnico'"", 90, 1024]"
"[""'Tecnico'"", 70, 1015]"
"[""'Scientifica'"", 92, 1054]"
"[""'Scientifica'"", 68, 1018]"
"[""'Scientifica'"", 100, 1012]"
"[""'Scientifica'"", 87, 1054]"
"[""'Scientifica'"", 82, 1054]"
"[""'Scientifica'"", 90, 1018]"
"[""'Scientifica'"", 70, 1009]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Liceo-Europeo'"", 60, 1030]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 86, 1042]"
"[""'Scientifica'"", 97, 1054]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Tecnico'"", 98, 1042]"
"[""'Scientifica'"", 88, 1054]"
"[""'Socio-Psico-Pedagogico'"", 100, 1054]"
"[""'Classica'"", 67, 1006]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 94, 1048]"
"[""'Classica'"", 96, 1036]"
"[""'Scientifica'"", 80, 1048]"
"[""'Scientifica'"", 100, 1030]"
"[""'Scientifica'"", 100, 1045]"
"[""'Scientifica'"", 96, 1054]"
"[""'Scientifica'"", 95, 1054]"
"[""'Linguistico'"", 80, 1012]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 91, 1021]"
"[""'Scientifica'"", 98, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Tecnico'"", 100, 1006]"
"[""'Scientifica'"", 82, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Classica'"", 86, 1021]"
"[""'Scientifica'"", 85, 1030]"
"[""'Scientifica'"", 80, 1054]"
"[""'Scientifica'"", 95, 1048]"
"[""'Linguistico'"", 73, 1039]"
"[""'Scientifica'"", 100, 1027]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 88, 1054]"
"[""'Scientifica'"", 86, 1048]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Tecnico'"", 86, 1054]"
"[""'Scientifica'"", 90, 1045]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 97, 1048]"
"[""'Tecnico'"", 96, 1021]"
"[""'Scientifica'"", 96, 1054]"
"[""'Tecnico'"", 84, 1024]"
"[""'Scientifica'"", 94, 1054]"
"[""'Scientifica'"", 70, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 81, 1030]"
"[""'Scientifica'"", 68, 1030]"
"[""'Scientifica'"", 90, 1048]"
"[""'Tecnico'"", 89, 1018]"
"[""'Scientifica'"", 74, 1042]"
"[""'Classica'"", 85, 1048]"
"[""'Geometra'"", 100, 1030]"
"[""'Geometra'"", 81, 1048]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 90, 1054]"
"[""'Scientifica'"", 72, 1021]"
"[""'Scientifica'"", 70, 1006]"
"[""'Liceo-Europeo'"", 80, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 75, 1048]"
"[""'Scientifica'"", 95, 1054]"
"[""'Tecnico'"", 80, 1039]"
"[""'Classica'"", 86, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 88, 1054]"
"[""'Scientifica'"", 76, 1054]"
"[""'Scientifica'"", 80, 1030]"
"[""'Scientifica'"", 73, 1006]"
"[""'Scientifica'"", 90, 1048]"
"[""'Tecnico'"", 92, 1042]"
"[""'Scientifica'"", 100, 1048]"
"[""'Scientifica'"", 87, 1048]"
"[""'Tecnico'"", 88, 1054]"
"[""'Scientifica'"", 90, 1048]"
"[""'Scientifica'"", 85, 1036]"
"[""'Scientifica'"", 88, 1054]"
"[""'Scientifica'"", 95, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 96, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1054]"
"[""'Tecnico'"", 88, 1048]"
"[""'Scientifica'"", 68, 1012]"
"[""'Scientifica'"", 93, 1117]"
"[""'Scientifica'"", 100, 1036]"
"[""'Scientifica'"", 96, 1042]"
"[""'Scientifica'"", 100, 1054]"
"[""'Liceo-Europeo'"", 86, 1039]"
"[""'Scientifica'"", 80, 1033]"
"[""'Scientifica'"", 73, 1051]"
"[""'Scientifica'"", 74, 1033]"
"[""'Scientifica'"", 100, 1036]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1006]"
"[""'Tecnico'"", 93, 1015]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 100, 1021]"
"[""'Tecnico'"", 44, 1024]"
"[""'Tecnico'"", 99, 1015]"
"[""'Tecnico'"", 96, 1045]"
"[""'Scientifica'"", 82, 1042]"
"[""'Scientifica'"", 92, 1048]"
"[""'Scientifica'"", 81, 1054]"
"[""'Scientifica'"", 60, 1006]"
"[""'Scientifica'"", 100, 1054]"
"[""'Scientifica'"", 77, 1054]"
"[""'Scientifica'"", 66, 1006]"
"[""'Scientifica'"", 98, 1018]"
"[""'Scientifica'"", 86, 1042]"
"[""'Tecnico'"", 86, 1041]"
"[""'Scientifica'"", 100, 1047]"
"[""'Scientifica'"", 90, 1053]"
"[""'Scientifica'"", 78, 1053]"
"[""'Scientifica'"", 100, 1047]"
"[""'Scientifica'"", 100, 1053]"
"[""'Classica'"", 100, 1003]"
"[""'Scientifica'"", 70, 1032]"
"[""'Scientifica'"", 65, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 87, 1021]"
"[""'Scientifica'"", 100, 1053]"
"[""'Tecnico'"", 100, 1053]"
"[""'Tecnico'"", 99, 1038]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Classica'"", 83, 1053]"
"[""'Tecnico'"", 80, 1032]"
"[""'Scientifica'"", 98, 1053]"
"[""'Scientifica'"", 84, 1050]"
"[""'Scientifica'"", 74, 1053]"
"[""'Classica'"", 100, 1053]"
"[""'Scientifica'"", 100, 1053]"
"[""'Scientifica'"", 95, 1041]"
"[""'Classica'"", 88, 1003]"
"[""'Scientifica'"", 88, 1038]"
"[""'Scientifica'"", 94, 1053]"
"[""'Scientifica'"", 84, 1053]"
"[""'Tecnico'"", 72, 1038]"
"[""'Scientifica'"", 75, 1044]"
"[""'Scientifica'"", 88, 1053]"
"[""'Scientifica'"", 96, 1053]"
"[""'Tecnico'"", 98, 1047]"
