"Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC"
"[5270, 'A298', 39, 48, 15, 102, '06226', 2, 2015, 2, 2011, 90, 'NAPS110002', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[5271, 'A906', 57, 51, 12, 120, '06226', 2, 2015, 2, 2010, 76, 'SAPS170004', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[5272, 'A887', 57, 51, 12, 120, '06226', 2, 2015, 2, 2009, 85, 'NAPC02000L', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5273, 'A4571', 57, 63, 0, 120, '06226', 2, 2015, 2, 2010, 84, 'NAPC02000L', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5274, 'A4307', 45, 36, 0, 81, '06226', 2, 2015, 2, 2010, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[5275, 'A200', 30, 51, 39, 120, '06226', 2, 2015, 2, 2006, 100, 'SAPS01000G', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5276, 'A1971', 57, 63, 0, 120, '06226', 2, 2015, 2, 2011, 81, 'AVPS06000B', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5277, 'A4302', 36, 72, 12, 120, '06226', 2, 2015, 2, 2011, 86, 'SAPC040008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5278, 'A861', 57, 51, 12, 120, '06226', 2, 2015, 2, 2011, 95, 'SATD06901X', 'Tecnico-Commerciale-Amm-industriale', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5279, 'A1843', 30, 78, 12, 120, '06226', 2, 2015, 2, 2011, 88, 'AVPS06000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5280, 'A2586', 57, 63, 0, 120, '06226', 2, 2015, 2, 2012, 100, 'NAPS12000L', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5281, 'A3155', 36, 51, 33, 120, '06226', 2, 2015, 2, 2011, 100, 'SAPS06000L', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5282, 'A3282', 48, 60, 12, 120, '06226', 2, 2015, 2, 2012, 94, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5283, 'A3514', 36, 72, 18, 126, '06226', 2, 2015, 2, 2011, 97, 'SAPS04000B', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[5284, 'A703', 42, 36, 42, 120, '06226', 2, 2015, 2, 2010, 80, 'NAPC02000L', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5285, 'A4316', 57, 51, 12, 120, '06226', 2, 2015, 2, 2012, 100, 'SAPS04000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5286, 'A4665', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 97, 'SAPS03601R', 'Linguistico', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5287, 'A3669', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 90, 'SAPS08000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5288, 'A704', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 86, 'NAPS01901L', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[5289, 'A2772', 57, 63, 0, 120, '06226', 2, 2016, 2, 2007, 74, 'SAPS04000B', 'Scientifica', 2017, 108, 0, 0, 'Cessato', 'Laureato', 0]"
"[5290, 'A4793', 57, 63, 0, 120, '06226', 2, 2016, 2, 2010, 89, 'SAPC06000D', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5291, 'A488', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 96, 'SAPS15000V', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5292, 'A4873', 33, 72, 0, 105, '06226', 2, 2016, 2, 2011, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5293, 'A2774', 57, 48, 0, 105, '06226', 2, 2016, 2, 2011, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5294, 'A60', 57, 63, 0, 120, '06226', 2, 2016, 2, 2010, 70, 'SAPS120003', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 0]"
"[5295, 'A2024', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 100, 'SAPS15000V', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5296, 'A110', 57, 63, 0, 120, '06226', 2, 2016, 2, 2011, 74, 'AVPS06000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5297, 'A2948', 57, 63, 0, 120, '06226', 2, 2016, 2, 2011, 100, 'PZPC01901Q', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5298, 'A4685', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 100, 'SAPS04000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5299, 'A4982', 57, 63, 0, 120, '06226', 2, 2016, 2, 2010, 85, 'AVPS02701R', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 0]"
"[5300, 'A2377', 57, 63, 0, 120, '06226', 2, 2016, 2, 2009, 77, 'SAPS027012', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5301, 'A3713', 30, 18, 0, 48, '06226', 2, 2016, 2, 2009, 62, 'AVIS014008', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5304, 'A3677', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 91, 'NATD350002', 'ITIS-Informatica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5305, 'A3160', 51, 54, 15, 120, '06226', 2, 2016, 2, 2011, 77, 'AVPS12000T', 'Scientifica', 2018, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5306, 'A2147', 57, 63, 0, 120, '06226', 2, 2016, 2, 2011, 96, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5307, 'A3875', 57, 45, 3, 105, '06226', 2, 2016, 2, 2010, 85, 'SATF06000P', 'ITIS-Informatica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5308, 'A3626', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 88, 'AVPS12000T', 'Scientifica', 2017, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[5309, 'A2975', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 100, 'SAPS04000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5310, 'A692', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 89, 'SAPC12000X', 'Classica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[5311, 'A3802', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 96, 'SAPS04401Q', 'Scientifica', 2017, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[5312, 'A630', 51, 30, 0, 81, '06226', 2, 2016, 2, 2010, 85, 'AVPM040007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5313, 'A2699', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'SAPC05000V', 'Linguistico', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5314, 'A2694', 0, 0, 0, 0, '06226', 2, 2016, 1, 2006, 67, 'SAPS027012', 'Linguistico', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[5315, 'A3037', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 100, 'SAPS04000B', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[5321, 'A3310', 61, 41, 3, 105, '06226', 2, 2016, 2, 2012, 92, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5322, 'A2976', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 100, 'SAPS04000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5323, 'A4633', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 94, 'SAPS170004', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5324, 'A12', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 0, 'NAPS12000L', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5325, 'A980', 57, 63, 0, 120, '06226', 2, 2016, 2, 2011, 76, 'BNTD022019', 'ITIS-Informatica', 2017, 109, 0, 1, 'Cessato', 'Laureato', 0]"
"[5326, 'A1820', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 86, 'CEPS010007', 'Scientifica', 2017, 111, 0, 1, 'Cessato', 'Laureato', 0]"
"[5327, 'A2191', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'SAPS04401Q', 'Scientifica', 2017, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[5328, 'A1159', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5329, 'A1794', 39, 30, 0, 69, '06226', 2, 2016, 2, 2009, 76, 'SATE06901B', 'Perito-Aziendale', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5330, 'A1690', 30, 36, 12, 78, '06226', 2, 2016, 2, 2005, 85, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5331, 'A1740', 51, 54, 15, 120, '06226', 2, 2016, 2, 2009, 79, 'SAPS08000T', 'Scientifica', 2018, 107, 0, 0, 'Cessato', 'Laureato', 1]"
"[5332, 'A1511', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'CEPS110004', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5333, 'A170', 57, 63, 0, 120, '06226', 2, 2016, 2, 2009, 88, 'SAPS04000B', 'Scientifica', 2017, 107, 0, 0, 'Cessato', 'Laureato', 0]"
"[5334, 'A22', 57, 63, 0, 120, '06226', 2, 2016, 2, 2011, 100, 'SAPS15000V', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5335, 'A63', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5336, 'A2618', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 90, 'AVPS03000G', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5337, 'A4015', 57, 48, 0, 105, '06226', 2, 2016, 2, 2011, 79, 'SAPS11000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5338, 'A3278', 51, 30, 6, 87, '06226', 2, 2016, 2, 2006, 95, 'SATD02101V', 'Tecnico-Commerciale-Amm-industriale', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5339, 'A1742', 33, 72, 15, 120, '06226', 2, 2016, 2, 2007, 85, 'SAPC040008', 'Classica', 2018, 109, 0, 0, 'Cessato', 'Laureato', 1]"
"[5340, 'A1199', 12, 0, 0, 12, '06226', 2, 2016, 2, 2012, 84, 'SAPS170004', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5341, 'A4860', 48, 54, 3, 105, '06226', 2, 2016, 2, 2011, 78, 'AVPC05000N', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5342, 'A3316', 48, 57, 0, 105, '06226', 2, 2016, 2, 2013, 100, 'SAPS01102D', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5343, 'A3273', 57, 48, 15, 120, '06226', 2, 2016, 2, 2013, 93, 'SAPM050003', 'Linguistico', 2018, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[5344, 'A570', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 90, 'AVPS03000G', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5345, 'A947', 57, 63, 0, 120, '06226', 2, 2016, 2, 2013, 97, 'CBPS01000B', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5346, 'A588', 30, 51, 9, 90, '06226', 2, 2016, 2, 2011, 87, 'SAPS15000V', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5347, 'A895', 57, 48, 0, 105, '06226', 2, 2016, 2, 2011, 83, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5348, 'A2994', 51, 54, 0, 105, '06226', 2, 2016, 2, 2012, 79, 'AVPS06000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5349, 'A3530', 57, 48, 0, 105, '06226', 2, 2016, 2, 2013, 100, 'AVPS02701R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5350, 'A3936', 57, 63, 0, 120, '06226', 2, 2016, 2, 2009, 75, 'AVPC01402L', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5351, 'A3750', 51, 45, 9, 105, '06226', 2, 2016, 2, 2011, 81, 'SATF06000P', 'ITIS-Informatica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5352, 'A870', 42, 54, 9, 105, '06226', 2, 2016, 2, 2011, 80, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5353, 'A4511', 42, 54, 9, 105, '06226', 2, 2016, 2, 2011, 72, 'SATF06000P', 'ITIS-Informatica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5354, 'A3239', 57, 48, 0, 105, '06226', 2, 2016, 2, 2010, 87, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5355, 'A4298', 30, 54, 0, 84, '06226', 2, 2016, 2, 2011, 70, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5356, 'A4872', 57, 63, 0, 120, '06226', 2, 2016, 2, 2007, 100, 'SAPS03601R', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5357, 'A1094', 30, 90, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'NAPS01901L', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5358, 'A3198', 51, 54, 0, 105, '06226', 2, 2016, 2, 2013, 80, 'SAPS170004', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5359, 'A1914', 48, 72, 0, 120, '06226', 2, 2016, 2, 2013, 100, 'CEPS090004', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5360, 'A1816', 57, 48, 0, 105, '06226', 2, 2016, 2, 2009, 76, 'BNPS00203A', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5361, 'A3727', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 78, 'NAPC080008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5362, 'A387', 30, 75, 0, 105, '06226', 2, 2016, 2, 2011, 95, 'SATF09000E', 'ITIS-Informatica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5363, 'A3907', 24, 18, 0, 42, '06226', 2, 2016, 2, 2009, 70, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5364, 'A3328', 51, 54, 0, 105, '06226', 2, 2016, 2, 2013, 92, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[5365, 'A458', 57, 63, 0, 120, '06226', 2, 2016, 2, 2012, 90, 'SAPC040008', 'Classica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5366, 'A4426', 57, 63, 0, 120, '06226', 2, 2016, 2, 2008, 92, 'SAPS10000T', 'ALTRE', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[5367, 'A2199', 57, 45, 0, 102, '06226', 2, 2017, 2, 2010, 95, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5368, 'A4595', 57, 39, 0, 96, '06226', 2, 2017, 2, 2007, 78, 'SAPS056012', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5369, 'A2685', 57, 24, 0, 81, '06226', 2, 2017, 2, 2012, 92, 'AVTD02201D', 'Ragioneria', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5370, 'A4813', 57, 51, 0, 108, '06226', 2, 2017, 2, 2012, 92, 'SAPM01000L', 'Magistrale', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5371, 'A3349', 57, 33, 0, 90, '06226', 2, 2017, 2, 2013, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5372, 'A4894', 57, 24, 0, 81, '06226', 2, 2017, 2, 2011, 70, 'SAPS15000V', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5373, 'A1306', 39, 0, 0, 39, '06226', 2, 2017, 2, 2009, 81, 'PZIS00600A', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5374, 'A2054', 51, 42, 0, 93, '06226', 2, 2017, 2, 2013, 87, 'SAPS18000P', 'Scientifica', 0, 0, 1, 0, 'Attivo', 'Immatricolazione', 0]"
"[5375, 'A1561', 57, 18, 0, 75, '06226', 2, 2017, 2, 2013, 96, 'NAPS540009', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5376, 'A2862', 57, 18, 0, 75, '06226', 2, 2017, 2, 2009, 87, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5377, 'A2757', 57, 24, 0, 81, '06226', 2, 2017, 2, 2013, 100, 'CEPS010007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5378, 'A2286', 57, 24, 0, 81, '06226', 2, 2017, 2, 2012, 89, 'SATF03000V', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5379, 'A3049', 51, 0, 0, 51, '06226', 2, 2017, 2, 2010, 98, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5380, 'A288', 57, 18, 0, 75, '06226', 2, 2017, 2, 2012, 100, 'SAPS027012', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5381, 'A3279', 57, 33, 0, 90, '06226', 2, 2017, 2, 2008, 80, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5382, 'A3568', 57, 24, 0, 81, '06226', 2, 2017, 2, 2013, 95, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5383, 'A598', 45, 18, 0, 63, '06226', 2, 2017, 2, 2007, 77, 'SATF04101A', 'ITIS-Informatica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5384, 'A3018', 33, 6, 0, 39, '06226', 2, 2017, 2, 2013, 91, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5385, 'A3666', 57, 36, 0, 93, '06226', 2, 2017, 2, 2013, 90, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5386, 'A68', 57, 36, 0, 93, '06226', 2, 2017, 2, 2013, 98, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5387, 'A2590', 30, 0, 0, 30, '06226', 2, 2017, 2, 2012, 84, 'NAPS24000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5388, 'A1389', 57, 48, 0, 105, '06226', 2, 2017, 2, 2006, 70, 'SAPC10000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5389, 'A1868', 57, 18, 0, 75, '06226', 2, 2017, 2, 2012, 88, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5390, 'A4304', 30, 6, 0, 36, '06226', 2, 2017, 2, 2011, 84, 'SAPS08000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5391, 'A4174', 33, 6, 0, 39, '06226', 2, 2017, 2, 2011, 84, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5392, 'A944', 39, 24, 0, 63, '06226', 2, 2017, 2, 2008, 82, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5393, 'A4616', 57, 18, 0, 75, '06226', 2, 2017, 2, 2013, 81, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5394, 'A1506', 57, 39, 0, 96, '06226', 2, 2017, 2, 2013, 98, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5395, 'A3017', 57, 33, 0, 90, '06226', 2, 2017, 2, 2010, 82, 'NAPS24000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5396, 'A1488', 57, 33, 0, 90, '06226', 2, 2017, 2, 2014, 100, 'SAIS00100B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5397, 'A1177', 57, 39, 0, 96, '06226', 2, 2017, 2, 2014, 96, 'SAPC06000D', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5398, 'A365', 45, 0, 0, 45, '06226', 2, 2017, 2, 2011, 92, 'SAPS170004', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5399, 'A4477', 57, 18, 0, 75, '06226', 2, 2017, 2, 2013, 100, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5400, 'A2694', 0, 0, 0, 0, '06226', 2, 2017, 1, 2006, 67, 'SAPS027012', 'Linguistico', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[5401, 'A4357', 30, 21, 0, 51, '06226', 2, 2017, 2, 2012, 60, 'AVPS06002D', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5402, 'A2344', 57, 30, 0, 87, '06226', 2, 2017, 2, 2014, 95, 'SAPS04401Q', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5403, 'A2384', 57, 30, 0, 87, '06226', 2, 2017, 2, 2014, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5404, 'A1931', 57, 36, 0, 93, '06226', 2, 2017, 2, 2014, 95, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5405, 'A726', 57, 36, 0, 93, '06226', 2, 2017, 2, 2014, 100, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5406, 'A462', 57, 33, 0, 90, '06226', 2, 2017, 2, 2014, 100, 'SAPS04000B', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5407, 'A871', 51, 18, 0, 69, '06226', 2, 2017, 2, 2012, 85, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5408, 'A309', 57, 12, 0, 69, '06226', 2, 2017, 2, 2013, 84, 'NAPS01301N', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5409, 'A2686', 12, 0, 0, 12, '06226', 2, 2017, 2, 2007, 85, 'SAPS15000V', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5410, 'A4921', 57, 30, 0, 87, '06226', 2, 2017, 2, 2012, 93, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5411, 'A4428', 51, 18, 0, 69, '06226', 2, 2017, 2, 2013, 80, 'NAPS405005', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5412, 'A1449', 57, 12, 0, 69, '06226', 2, 2017, 2, 2011, 86, 'SAPC03000N', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5413, 'A2912', 57, 36, 0, 93, '06226', 2, 2017, 2, 2011, 87, 'SAIS02200C', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5414, 'A2873', 0, 0, 0, 0, '06226', 2, 2017, 1, 2007, 76, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5415, 'A4451', 45, 30, 0, 75, '06226', 2, 2017, 2, 2013, 85, 'SAPS06000L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5416, 'A4523', 45, 36, 0, 81, '06226', 2, 2017, 2, 2012, 87, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5417, 'A2546', 57, 39, 0, 96, '06226', 2, 2017, 2, 2014, 95, 'SAPS11000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5418, 'A3813', 57, 24, 0, 81, '06226', 2, 2017, 2, 2014, 95, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5419, 'A3729', 45, 30, 0, 75, '06226', 2, 2017, 2, 2014, 100, 'CETF02000X', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5420, 'A3601', 12, 0, 0, 12, '06226', 2, 2017, 2, 2008, 80, 'NAPS01901L', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
"[5421, 'A2791', 51, 30, 0, 81, '06226', 2, 2017, 2, 2013, 92, 'NAPC080008', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 0]"
