"Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC"
"[4592, 'A1277', 36, 57, 27, 120, '06223', 2, 2013, 2, 2008, 84, 'SAPS020006', 'Scientifica', 2015, 107, 0, 0, 'Cessato', 'Laureato', 1]"
"[4593, 'A3536', 0, 51, 39, 90, '06223', 2, 2013, 2, 2006, 98, 'SATF04000D', 'Professionale-Industriale', 2016, 101, 0, 0, 'Cessato', 'Laureato', 2]"
"[4594, 'A4626', 0, 0, 0, 0, '06223', 2, 2013, 1, 2008, 95, 'SAPC040008', 'Classica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4595, 'A564', 27, 42, 36, 105, '06223', 2, 2013, 2, 2009, 100, 'SAPS170004', 'Scientifica', 2016, 110, 0, 0, 'Cessato', 'Laureato', 2]"
"[4596, 'A4741', 18, 42, 45, 105, '06223', 2, 2013, 2, 2008, 90, 'SATF04000D', 'Tecnici-Industriali', 2016, 110, 0, 0, 'Cessato', 'Laureato', 2]"
"[4597, 'A17', 36, 69, 15, 120, '06223', 2, 2013, 2, 2009, 100, 'SAPS04000B', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4598, 'A4186', 36, 57, 27, 120, '06223', 2, 2013, 2, 2009, 90, 'AVPS12000T', 'Scientifica', 2015, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4599, 'A3681', 27, 51, 42, 120, '06223', 2, 2013, 2, 2007, 86, 'PZPS12000V', 'Scientifica', 2015, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4600, 'A3292', 36, 66, 18, 120, '06223', 2, 2013, 2, 2009, 93, 'SAPS020006', 'Scientifica', 2015, 108, 0, 0, 'Cessato', 'Laureato', 1]"
"[4601, 'A3921', 0, 0, 0, 0, '06223', 2, 2013, 1, 2007, 95, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Errata-Immatricolazione', 1]"
"[4602, 'A3728', 9, 27, 6, 42, '06223', 2, 2013, 2, 2008, 60, 'NATD01301D', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 2]"
"[4603, 'A685', 54, 66, 0, 120, '06223', 2, 2013, 2, 2009, 85, 'SAPS18000P', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4604, 'A938', 27, 75, 18, 120, '06223', 2, 2013, 2, 2004, 75, 'SAPC05000V', 'Classica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4605, 'A3888', 54, 66, 0, 120, '06223', 2, 2013, 2, 2009, 100, 'SAPS020006', 'Scientifica', 2014, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[4606, 'A2895', 54, 66, 0, 120, '06223', 2, 2013, 2, 2009, 100, 'SAPS18000P', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4607, 'A3149', 54, 66, 0, 120, '06223', 2, 2013, 2, 2010, 96, 'SAPS09000C', 'Scientifica', 2014, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4608, 'A3436', 54, 66, 0, 120, '06223', 2, 2013, 2, 2010, 100, 'NAPM130008', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4609, 'A1712', 27, 66, 12, 105, '06223', 2, 2013, 2, 2007, 76, 'SATF03000V', 'Tecnici-Industriali', 2016, 107, 0, 0, 'Cessato', 'Laureato', 2]"
"[4610, 'A320', 54, 66, 0, 120, '06223', 2, 2013, 2, 2010, 100, 'SAIS00100B', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4611, 'A3634', 36, 48, 0, 84, '06223', 2, 2013, 2, 2009, 66, 'SAPS18000P', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 3]"
"[4612, 'A3021', 45, 57, 18, 120, '06223', 2, 2013, 2, 2010, 81, 'SAPS01000G', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4613, 'A4049', 36, 66, 18, 120, '06223', 2, 2013, 2, 2009, 93, 'NAPS01301N', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4614, 'A2375', 54, 66, 0, 120, '06223', 2, 2013, 2, 2010, 97, 'NAPS01301N', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4615, 'A1187', 27, 42, 51, 120, '06223', 2, 2013, 2, 2008, 94, 'SAPS06000L', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4616, 'A1917', 45, 75, 0, 120, '06223', 2, 2013, 2, 2010, 100, 'SAPS020006', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4617, 'A4103', 45, 75, 0, 120, '06223', 2, 2013, 2, 2010, 100, 'SAPS020006', 'Scientifica', 2014, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4618, 'A1930', 0, 0, 0, 0, '06223', 2, 2013, 1, 2003, 89, 'SAPS03000R', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4619, 'A1145', 27, 48, 30, 105, '06223', 2, 2013, 2, 2007, 88, 'SAPS06000L', 'Scientifica', 2016, 99, 0, 0, 'Cessato', 'Laureato', 2]"
"[4620, 'A3006', 54, 66, 0, 120, '06223', 2, 2013, 2, 2010, 100, 'SATF06000P', 'Tecnici-Industriali', 2014, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4621, 'A1266', 45, 61, 14, 120, '06223', 2, 2013, 2, 2010, 86, 'CBIS007006', 'Scientifica', 2015, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4622, 'A3453', 27, 45, 33, 105, '06223', 2, 2013, 2, 2007, 100, 'SAPS020006', 'Scientifica', 2016, 106, 0, 0, 'Cessato', 'Laureato', 2]"
"[4623, 'A402', 18, 48, 54, 120, '06223', 2, 2013, 2, 2007, 84, 'AVPS00801B', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4624, 'A2925', 9, 0, 0, 9, '06223', 2, 2013, 2, 2006, 100, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Decadenza', 0]"
"[4625, 'A2337', 27, 51, 42, 120, '06223', 2, 2013, 2, 2010, 100, 'AVPS12000T', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4626, 'A3796', 27, 33, 24, 84, '06223', 2, 2013, 2, 2009, 100, 'SAPS120003', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 3]"
"[4627, 'A2264', 27, 36, 42, 105, '06223', 2, 2013, 2, 2010, 80, 'SAPS120003', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4628, 'A4580', 27, 42, 36, 105, '06223', 2, 2013, 2, 2010, 100, 'AVPS02701R', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4629, 'A1533', 36, 57, 27, 120, '06223', 2, 2013, 2, 2009, 88, 'AVPS12000T', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4630, 'A413', 27, 48, 30, 105, '06223', 2, 2013, 2, 2010, 98, 'SAPS120003', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4631, 'A4714', 36, 42, 27, 105, '06223', 2, 2013, 2, 2010, 98, 'SATF06000P', 'Tecnici-Industriali', 2016, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4632, 'A2639', 45, 75, 0, 120, '06223', 2, 2014, 2, 2010, 100, 'SAPS09000C', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4633, 'A103', 45, 60, 15, 120, '06223', 2, 2014, 2, 2010, 86, 'SAPS020006', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4634, 'A2616', 54, 66, 0, 120, '06223', 2, 2014, 2, 2011, 100, 'SAPS10000T', 'Scientifica', 2015, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4635, 'A1719', 36, 69, 15, 120, '06223', 2, 2014, 2, 2007, 94, 'SAPS10000T', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4636, 'A4901', 45, 75, 0, 120, '06223', 2, 2014, 2, 2010, 80, 'SAPC06000D', 'Classica', 2015, 110, 0, 0, 'Cessato', 'Laureato', 0]"
"[4637, 'A4893', 45, 42, 33, 120, '06223', 2, 2014, 2, 2010, 98, 'AVPS02701R', 'Scientifica', 2016, 111, 1, 0, 'Cessato', 'Laureato', 1]"
"[4638, 'A1905', 36, 60, 24, 120, '06223', 2, 2014, 2, 2009, 100, 'SATF06000P', 'ITIS-Informatica', 2016, 108, 0, 0, 'Cessato', 'Laureato', 1]"
"[4639, 'A3268', 27, 51, 15, 93, '06223', 2, 2014, 2, 2009, 98, 'SATF06000P', 'ITIS-Informatica', 2017, 104, 0, 0, 'Cessato', 'Laureato', 2]"
"[4640, 'A2093', 54, 66, 0, 120, '06223', 2, 2014, 2, 2011, 100, 'NAPC02000L', 'Classica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4641, 'A1676', 9, 0, 0, 9, '06223', 2, 2014, 1, 2003, 96, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Decadenza', 0]"
"[4642, 'A790', 27, 51, 24, 102, '06223', 2, 2014, 2, 2009, 84, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4643, 'A1216', 45, 81, 0, 126, '06223', 2, 2014, 2, 2011, 100, 'NAPS12000L', 'Scientifica', 2015, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[4644, 'A398', 36, 69, 15, 120, '06223', 2, 2014, 2, 2010, 86, 'SAPS18000P', 'Scientifica', 2016, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4645, 'A2628', 54, 66, 0, 120, '06223', 2, 2014, 2, 2011, 100, 'NAPM130008', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4646, 'A3231', 54, 66, 0, 120, '06223', 2, 2014, 2, 2011, 100, 'AVPS12000T', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4647, 'A333', 27, 51, 27, 105, '06223', 2, 2014, 2, 2010, 85, 'AVPS12000T', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 2]"
"[4648, 'A1025', 9, 15, 12, 36, '06223', 2, 2014, 2, 2005, 98, 'SAPS120003', 'Scientifica', 0, 0, 0, 0, 'Sospeso', 'MaternitÃ\xa0', 2]"
"[4649, 'A1476', 0, 15, 24, 39, '06223', 2, 2014, 2, 2009, 90, 'AVPS03000G', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 3]"
"[4650, 'A1596', 54, 54, 15, 123, '06223', 2, 2014, 2, 2010, 100, 'SAPS020006', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4651, 'A3597', 9, 27, 30, 66, '06223', 2, 2014, 2, 2006, 100, 'NAPS24000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 3]"
"[4652, 'A48', 27, 66, 12, 105, '06223', 2, 2014, 2, 2008, 72, 'SAPS09000C', 'Scientifica', 2017, 104, 0, 0, 'Cessato', 'Laureato', 2]"
"[4653, 'A1305', 54, 66, 0, 120, '06223', 2, 2014, 2, 2011, 100, 'NAPS12001N', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4654, 'A2588', 54, 66, 0, 120, '06223', 2, 2014, 2, 2011, 100, 'SAPS15000V', 'Scientifica', 2015, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4655, 'A3651', 45, 60, 15, 120, '06223', 2, 2014, 2, 2010, 100, 'SAPS05701T', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4656, 'A3608', 45, 57, 18, 120, '06223', 2, 2014, 2, 2011, 100, 'SAPS09000C', 'Scientifica', 2016, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4657, 'A1641', 27, 57, 36, 120, '06223', 2, 2014, 2, 2010, 98, 'SAPC00101P', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4658, 'A1276', 36, 57, 12, 105, '06223', 2, 2014, 2, 2010, 100, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4659, 'A4362', 18, 45, 42, 105, '06223', 2, 2014, 2, 2009, 80, 'SAPS020006', 'Scientifica', 2017, 109, 0, 0, 'Cessato', 'Laureato', 2]"
"[4660, 'A1103', 9, 57, 27, 93, '06223', 2, 2014, 2, 2007, 80, 'AVPM00101N', 'Magistrale', 2017, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4661, 'A1682', 0, 0, 0, 0, '06223', 2, 2014, 1, 2008, 73, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4662, 'A4412', 18, 36, 51, 105, '06223', 2, 2014, 2, 2010, 80, 'SAPC10000P', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4663, 'A770', 9, 51, 42, 102, '06223', 2, 2014, 2, 2010, 92, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 2]"
"[4664, 'A2811', 36, 42, 27, 105, '06223', 2, 2014, 2, 2008, 98, 'SAPS18000P', 'Scientifica', 2017, 109, 0, 0, 'Cessato', 'Laureato', 2]"
"[4665, 'A1510', 36, 51, 33, 120, '06223', 2, 2014, 2, 2011, 100, 'AVPS003018', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4666, 'A3987', 54, 51, 15, 120, '06223', 2, 2015, 2, 2011, 76, 'AVPS12000T', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4667, 'A2401', 36, 60, 24, 120, '06223', 2, 2015, 2, 2011, 84, 'SAPC00101P', 'Scientifica', 2017, 103, 0, 0, 'Cessato', 'Laureato', 1]"
"[4668, 'A4534', 54, 66, 0, 120, '06223', 2, 2015, 2, 2011, 70, 'SAPC10000P', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4669, 'A1664', 54, 66, 0, 120, '06223', 2, 2015, 2, 2011, 88, 'SAPM050003', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4670, 'A3229', 0, 54, 27, 81, '06223', 2, 2015, 2, 2005, 100, 'SATF06701E', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4671, 'A463', 54, 51, 15, 120, '06223', 2, 2015, 2, 2011, 100, 'SATF04000D', 'Tecnici-Industriali', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4672, 'A4035', 18, 0, 0, 18, '06223', 2, 2015, 1, 2008, 94, 'SAPM11000D', 'Linguistico', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4673, 'A3837', 18, 21, 15, 54, '06223', 2, 2015, 2, 2005, 66, 'SAPS11000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4674, 'A1218', 54, 51, 15, 120, '06223', 2, 2015, 2, 2009, 80, 'BNIS01200C', 'Scientifica', 2017, 107, 0, 0, 'Cessato', 'Laureato', 1]"
"[4675, 'A3659', 18, 60, 15, 93, '06223', 2, 2015, 2, 2008, 82, 'AVPS12000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4676, 'A4778', 36, 84, 0, 120, '06223', 2, 2015, 2, 2005, 90, 'NATF10000D', 'Perito-Meccanico', 2016, 104, 0, 0, 'Cessato', 'Laureato', 0]"
"[4677, 'A84', 54, 66, 0, 120, '06223', 2, 2015, 2, 2009, 100, 'NATD320006', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4678, 'A1471', 54, 51, 15, 120, '06223', 2, 2015, 2, 2011, 98, 'PZTD01801V', 'Geometra', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4679, 'A388', 27, 45, 33, 105, '06223', 2, 2015, 2, 2007, 96, 'AVIS014008', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4680, 'A707', 54, 65, 1, 120, '06223', 2, 2015, 2, 2009, 71, 'PZPS01901V', 'Scientifica', 2017, 111, 0, 1, 'Cessato', 'Laureato', 1]"
"[4681, 'A1044', 36, 60, 24, 120, '06223', 2, 2015, 2, 2010, 100, 'SAPS020006', 'Scientifica', 2017, 109, 0, 0, 'Cessato', 'Laureato', 1]"
"[4682, 'A1152', 27, 48, 12, 87, '06223', 2, 2015, 2, 2000, 100, 'AVTF01050T', 'Altre-Tecniche', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4683, 'A2106', 27, 60, 33, 120, '06223', 2, 2015, 2, 2007, 90, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4684, 'A1855', 36, 89, 0, 125, '06223', 2, 2015, 2, 2006, 92, 'SAPS11000C', 'Scientifica', 2016, 110, 1, 0, 'Cessato', 'Laureato', 0]"
"[4685, 'A2190', 54, 71, 0, 125, '06223', 2, 2015, 2, 2011, 96, 'SAIS00100B', 'Scientifica', 2016, 111, 1, 1, 'Cessato', 'Laureato', 0]"
"[4686, 'A3079', 54, 66, 0, 120, '06223', 2, 2015, 2, 2010, 95, 'SAPS18000P', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4687, 'A621', 36, 69, 18, 123, '06223', 2, 2015, 2, 2011, 78, 'SAPS020006', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4688, 'A1120', 54, 66, 0, 120, '06223', 2, 2015, 2, 2012, 100, 'SAPM020007', 'Scientifica', 2016, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[4689, 'A1336', 54, 66, 0, 120, '06223', 2, 2015, 2, 2006, 60, 'AVPS12000T', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4690, 'A2799', 45, 60, 15, 120, '06223', 2, 2015, 2, 2007, 88, 'SAPS03000R', 'Scientifica', 2017, 106, 0, 0, 'Cessato', 'Laureato', 1]"
"[4691, 'A4229', 36, 87, 0, 123, '06223', 2, 2015, 2, 2009, 78, 'NAPC030007', 'Classica', 2016, 102, 1, 1, 'Cessato', 'Laureato', 0]"
"[4692, 'A1478', 36, 57, 27, 120, '06223', 2, 2015, 2, 2010, 88, 'AVPS03000G', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4693, 'A1774', 54, 65, 1, 120, '06223', 2, 2015, 2, 2011, 86, 'SAPS04000B', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4694, 'A1692', 45, 75, 0, 120, '06223', 2, 2015, 2, 2012, 92, 'SAPS120003', 'Scientifica', 2016, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4695, 'A1037', 45, 48, 27, 120, '06223', 2, 2015, 2, 2011, 90, 'AVPS03000G', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4696, 'A99', 27, 98, 0, 125, '06223', 2, 2015, 2, 2012, 82, 'NAPS059013', 'Scientifica', 2016, 110, 1, 0, 'Cessato', 'Laureato', 0]"
"[4697, 'A541', 45, 39, 36, 120, '06223', 2, 2015, 2, 2011, 77, 'AVTF01050T', 'Tecnici-Industriali', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4698, 'A964', 9, 36, 51, 96, '06223', 2, 2015, 2, 2007, 80, 'NATD05000B', 'Tecnico-Commerciale-Amm-industriale', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4699, 'A2019', 45, 51, 24, 120, '06223', 2, 2015, 2, 2012, 97, 'SAPS10000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4700, 'A690', 36, 57, 27, 120, '06223', 2, 2015, 2, 2012, 100, 'SAPS15000V', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4701, 'A4058', 54, 51, 19, 124, '06223', 2, 2015, 2, 2012, 86, 'SAPS020006', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4702, 'A4703', 54, 51, 15, 120, '06223', 2, 2015, 2, 2012, 86, 'SAPS06000L', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4703, 'A2202', 0, 27, 18, 45, '06223', 2, 2015, 2, 2012, 100, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 2]"
"[4704, 'A1667', 36, 69, 21, 126, '06223', 2, 2015, 2, 2012, 91, 'SAPS09000C', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4705, 'A4496', 36, 57, 27, 120, '06223', 2, 2015, 2, 2011, 100, 'SAPS020006', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4706, 'A4693', 36, 42, 54, 132, '06223', 2, 2015, 2, 2011, 96, 'SAPS04000B', 'Scientifica', 2017, 110, 1, 1, 'Cessato', 'Laureato', 1]"
"[4707, 'A2637', 45, 39, 36, 120, '06223', 2, 2015, 2, 2012, 100, 'SAPS120003', 'Scientifica', 2017, 111, 1, 1, 'Cessato', 'Laureato', 1]"
"[4708, 'A2038', 0, 0, 0, 0, '06223', 2, 2015, 1, 2005, 96, 'SAPS01000G', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 0]"
"[4709, 'A4573', 45, 75, 0, 120, '06223', 2, 2016, 2, 2012, 97, 'SAPS10000T', 'Scientifica', 2017, 110, 1, 0, 'Cessato', 'Laureato', 0]"
"[4710, 'A2465', 45, 57, 3, 105, '06223', 2, 2016, 2, 2011, 88, 'AVPS06002D', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4711, 'A3596', 54, 51, 15, 120, '06223', 2, 2016, 2, 2012, 96, 'SAPS170004', 'Scientifica', 2018, 109, 0, 0, 'Cessato', 'Laureato', 1]"
"[4712, 'A1928', 36, 51, 18, 105, '06223', 2, 2016, 2, 2011, 98, 'NAPS110002', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4713, 'A3645', 36, 51, 15, 102, '06223', 2, 2016, 2, 2011, 100, 'SAPC06000D', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4714, 'A3817', 36, 48, 9, 93, '06223', 2, 2016, 2, 2009, 90, 'SAPS04000B', 'Scientifica', 0, 0, 1, 0, 'Attivo', 'Immatricolazione', 1]"
"[4715, 'A1458', 45, 27, 15, 87, '06223', 2, 2016, 2, 2012, 100, 'SAPC040008', 'Classica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4716, 'A4649', 45, 57, 3, 105, '06223', 2, 2016, 2, 2010, 82, 'SATF06000P', 'Tecnici-Industriali', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4717, 'A2488', 54, 66, 0, 120, '06223', 2, 2016, 2, 2012, 100, 'SAPS08000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4718, 'A2058', 45, 57, 3, 105, '06223', 2, 2016, 2, 2012, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4719, 'A1018', 45, 57, 0, 102, '06223', 2, 2016, 2, 2012, 88, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4720, 'A4358', 36, 33, 9, 78, '06223', 2, 2016, 2, 2010, 92, 'SAPS02401E', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4721, 'A3904', 54, 66, 0, 120, '06223', 2, 2016, 2, 2013, 100, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4722, 'A1685', 45, 57, 18, 120, '06223', 2, 2016, 2, 2012, 100, 'AVPS12000T', 'Scientifica', 2018, 111, 0, 0, 'Cessato', 'Laureato', 1]"
"[4723, 'A1748', 54, 66, 0, 120, '06223', 2, 2016, 2, 2012, 90, 'NAPC02000L', 'Classica', 2017, 111, 1, 0, 'Cessato', 'Laureato', 0]"
"[4724, 'A90', 54, 66, 0, 120, '06223', 2, 2016, 2, 2012, 83, 'AVPS12000T', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4725, 'A4706', 54, 66, 0, 120, '06223', 2, 2016, 2, 2013, 100, 'NAIS013007', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4726, 'A3876', 54, 66, 0, 120, '06223', 2, 2016, 2, 2013, 100, 'SAPS04401Q', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4727, 'A3158', 54, 42, 6, 102, '06223', 2, 2016, 2, 2012, 94, 'SAPS020006', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4728, 'A883', 54, 66, 0, 120, '06223', 2, 2016, 2, 2013, 95, 'SAPS04401Q', 'Scientifica', 2017, 110, 0, 0, 'Cessato', 'Laureato', 0]"
"[4729, 'A1915', 45, 57, 18, 120, '06223', 2, 2016, 2, 2010, 84, 'SATF06000P', 'Tecnici-Industriali', 2018, 106, 0, 0, 'Cessato', 'Laureato', 1]"
"[4730, 'A2789', 54, 66, 0, 120, '06223', 2, 2016, 2, 2012, 100, 'NAPM130008', 'Scientifica', 2017, 111, 0, 0, 'Cessato', 'Laureato', 0]"
"[4731, 'A3379', 36, 57, 3, 96, '06223', 2, 2016, 2, 2013, 100, 'SAPS09000C', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4732, 'A4109', 54, 48, 18, 120, '06223', 2, 2016, 2, 2012, 74, 'SAPS020006', 'Scientifica', 2018, 110, 0, 0, 'Cessato', 'Laureato', 1]"
"[4733, 'A4203', 0, 27, 9, 36, '06223', 2, 2016, 2, 2008, 73, 'SAPS10000T', 'Scientifica', 0, 0, 0, 0, 'Cessato', 'Rinuncia', 1]"
"[4734, 'A1503', 54, 66, 0, 120, '06223', 2, 2016, 2, 2013, 85, 'SAPS027012', 'Scientifica', 2017, 104, 0, 0, 'Cessato', 'Laureato', 0]"
"[4735, 'A1248', 45, 57, 0, 102, '06223', 2, 2016, 2, 2011, 77, 'SAPM020007', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4736, 'A1806', 45, 33, 15, 93, '06223', 2, 2016, 2, 2012, 87, 'SAPS10000T', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
"[4737, 'A2213', 45, 60, 0, 105, '06223', 2, 2016, 2, 2012, 77, 'SAPS18000P', 'Scientifica', 0, 0, 0, 0, 'Attivo', 'Immatricolazione', 1]"
