ID,Dip,ANNO_DIPLOMA,VOTO_DIPLOMA,TIPO_MATURITA,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,Tesi,Totcfu,Media,Test,Mat,Log,Sci,Com
259,DIIN,2018,65,Scientifica,Attivo,Immatricolazione,,50,23,9,19,5,10,3,2,4
260,DIIN,2018,73,Scientifica,Attivo,Immatricolazione,,38,22,2,18,6,6,0,6
261,DIIN,2018,97,Scientifica,Attivo,Immatricolazione,,50,27,16,8,8,3,3,2
262,DIIN,2018,100,Scientifica,Attivo,Immatricolazione,,50,29,7,32,8,15,4,8,6
263,DIIN,2018,73,Scientifica,Cessato,Rinuncia,,,,19,2,4,4,5,6
264,DIIN,2018,80,Scientifica,Attivo,Immatricolazione,,50,22,1,22,5,6,4,5,8
265,DIIN,2018,80,Scientifica,Attivo,Immatricolazione,,41,23,24,11,5,3,5
266,DIIN,2018,98,Scientifica,Attivo,Immatricolazione,,50,27,9,23,8,10,6,3,4
267,DIIN,2017,72,Tecnico,Attivo,Immatricolazione,,8,25,22,5,8,6,2,8
268,DIIN,2018,98,Scientifica,Attivo,Immatricolazione,,50,29,9,33,5,16,6,4,6
269,DIIN,2018,89,Scientifica,Attivo,Immatricolazione,,44,24,8,24,2,9,5,5,6
270,DIIN,2018,75,Scientifica,Attivo,Immatricolazione,,50,27,29,8,12,8,6,5
271,DIIN,2018,100,Scientifica,Attivo,Immatricolazione,,50,28,7,26,8,12,7,2,6
272,DIIN,2018,100,Tecnico,Attivo,Immatricolazione,,50,24,7,20,8,10,8,2,0
273,DIIN,2018,100,Scientifica,Attivo,Immatricolazione,,50,29,1,19,8,7,3,4,6
274,DIIN,2018,85,Tecnico,Attivo,Immatricolazione,,14,20,19,5,6,8,3,3
275,DIIN,2018,86,Scientifica,Attivo,Immatricolazione,,50,29,7,19,5,14,3,1,2
276,DIIN,2018,100,Scientifica,Attivo,Immatricolazione,,15,29,26,2,14,4,6,2
277,DIIN,2018,91,Scientifica,Attivo,Immatricolazione,,50,27,4,24,2,14,4,1,6
278,DIIN,2018,80,Scientifica,Attivo,Immatricolazione,,50,27,1,19,5,7,1,2,10
279,DIIN,2018,86,Scientifica,Attivo,Immatricolazione,,50,25,9,23,5,12,4,2,6
280,DIIN,2018,96,Scientifica,Attivo,Immatricolazione,,50,27,30,11,8,3,8
