Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC,CLASSE
2158,'A4608',53,-1,-1,53,'06123',3,2017,2,2017,100,'AVPM040007','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2159,'A2402',44,15,-1,59,'06123',3,2017,2,2017,95,'AVPC009014','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2160,'A1423',39,-1,-1,39,'06123',3,2017,2,2016,67,'SAPS06000L','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2161,'A4151',35,-1,-1,35,'06123',3,2017,2,2017,76,'SAPS15000V','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2162,'A2324',26,9,-1,35,'06123',3,2017,2,2017,72,'NAPS03901T','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2163,'A2456',47,12,-1,59,'06123',3,2017,2,2017,97,'SAPS04000B','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2164,'A2454',47,12,-1,59,'06123',3,2017,2,2017,97,'SAPS04000B','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2165,'A3194',53,6,-1,59,'06123',3,2017,2,2017,96,'SAPS170004','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2166,'A2808',14,-1,-1,14,'06123',3,2017,2,2016,75,'NAPSX00166','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2167,'A49',53,-1,-1,53,'06123',3,2017,2,2017,95,'NAPS03901T','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2168,'A1144',53,12,-1,65,'06123',3,2017,2,2017,100,'SAPS09000C','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2169,'A4183',53,-1,-1,53,'06123',3,2017,2,2017,85,'SAPS04000B','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2170,'A241',9,-1,-1,9,'06123',3,2017,1,2017,78,'SAPS06000L','Scientifica',0,0,0,0,'Cessato','Rinuncia',0,3
2171,'A4975',41,-1,-1,41,'06123',3,2017,2,2016,100,'SAIS00600E','Nautico',0,0,0,0,'Attivo','Immatricolazione',0,1
2172,'A3572',32,-1,-1,32,'06123',3,2017,2,2017,82,'SAPS070007','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2173,'A3886',23,-1,-1,23,'06123',3,2017,2,2017,70,'SAPS04401Q','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2174,'A1196',26,-1,-1,26,'06123',3,2017,2,2015,100,'SATD17000X','Tecnico',0,0,0,0,'Attivo','Immatricolazione',0,2
2175,'A791',11,-1,-1,11,'06123',3,2017,2,2017,73,'SAPS170004','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2176,'A606',18,-1,-1,18,'06123',3,2017,2,2017,88,'AVPS12000T','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2177,'A1739',41,6,-1,47,'06123',3,2017,2,2017,80,'NAPS05701B','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2178,'A3405',12,-1,-1,12,'06123',3,2017,2,2017,66,'BNPM02000T','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2179,'A1485',53,-1,-1,53,'06123',3,2017,2,2017,90,'NAPS180008','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2180,'A2256',24,-1,-1,24,'06123',3,2016,3,2015,86,'BNPS010006','Scientifica',0,0,0,0,'Attivo','Trasf_in_ingresso',0,3
2181,'A4826',27,-1,-1,27,'06123',3,2016,3,2013,80,'SATL019019','Geometra',0,0,0,0,'Attivo','Trasf_in_ingresso',0,2
2182,'A1528',53,6,-1,59,'06123',3,2017,2,2017,77,'NAPS180008','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2183,'A1834',27,-1,-1,27,'06123',3,2016,3,2013,76,'AVPS12000T','Scientifica',0,0,0,0,'Attivo','Trasf_in_ingresso',0,3
2184,'A3747',44,12,-1,56,'06123',3,2017,2,2017,88,'SATF04000D','Tecnico',0,0,0,0,'Attivo','Immatricolazione',0,2
2185,'A776',53,-1,-1,53,'06123',3,2017,2,2017,96,'SAIS00100B','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2186,'A1746',53,12,-1,65,'06123',3,2017,2,2017,100,'SAPS020006','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2187,'A3781',53,24,-1,77,'06123',3,2017,2,2017,96,'SAIS00100B','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2188,'A825',8,-1,-1,8,'06123',3,2017,1,2017,80,'SATF08000X','Tecnico',0,0,0,0,'Cessato','Rinuncia',0,2
2189,'A4717',26,-1,-1,26,'06123',3,2017,2,2017,86,'AVPM040007','Scientifica',0,0,0,0,'Attivo','Immatricolazione',0,3
2190,'A58',33,-1,-1,33,'06123',3,2017,2,2015,90,'AVPC05000N','Classica',0,0,0,0,'Attivo','Immatricolazione',0,2
2191,'A1563',26,9,-1,35,'06123',3,2017,2,2017,75,'NARI05000R','Tecnico',0,0,0,0,'Attivo','Immatricolazione',0,2
